target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['oneMove', 'opening', 'advantage', 'attackingF2F7']",3053.021484375,r3k1nr/pp3ppp/2n5/4pb2/N1Bb3q/1N6/PPP2PPP/R1BQK2R b KQkq - 3 10,True,False,False,,,
"['long', 'middlegame', 'crushing', 'exposedKing']",767.8309326171875,8/1p2bk1r/1p1p1q2/2pPp3/2P1P3/2BB1pP1/PPQ5/R4K2 b - - 0 29,True,False,False,,,
"['long', 'endgame', 'bishopEndgame', 'crushing', 'clearance']",1828.277099609375,8/4k3/3p1p2/2pP1P1K/1b1pP3/3P4/8/2B5 b - - 4 58,True,False,False,,,
"['short', 'endgame', 'queenEndgame', 'advantage', 'equality']",2813.30810546875,5K2/4QP2/3k4/8/6P1/8/1q6/1q6 w - - 1 65,False,False,,,,
"['long', 'middlegame', 'advantage', 'intermezzo']",1257.810791015625,2r3k1/1Q1qbppp/5n2/3p4/3p1B2/P5PP/1P3P2/2R2NK1 b - - 2 24,True,False,False,,,
"['short', 'middlegame', 'advantage', 'underPromotion']",719.8817749023438,3rkbnr/pp1npppp/8/3q4/8/3pKN2/PP2P2B/3RQ2R w k - 0 19,True,False,True,,,
"['oneMove', 'endgame', 'queenEndgame', 'advantage', 'enPassant']",584.189697265625,8/p7/1p1q2pk/2pQ1p2/2P2P1p/1P2PP1P/P6K/8 b - - 0 35,True,False,False,,,
"['short', 'opening', 'advantage', 'xRayAttack']",837.1170043945312,rnbq1b1r/ppp4p/3k1B2/3pp3/7Q/8/PPP2PPP/RN2KB1R b KQ - 0 10,True,False,False,,,
"['long', 'opening', 'crushing', 'intermezzo']",665.1392822265625,r1bqkb1r/pp2pp1p/5np1/3r4/4N3/5P2/PPPQ2PP/1K1R1BNR w kq - 0 13,True,False,False,,,
"['veryLong', 'opening', 'advantage', 'advancedPawn']",538.7766723632812,r3kbnr/pppq1ppp/4b3/8/3pP3/P2B4/1P1PQPPP/R1B1K1NR b KQkq - 2 9,True,False,True,,,
"['short', 'opening', 'crushing', 'interference']",696.208740234375,rn1qkbnr/pppbp2p/8/3pP1p1/8/3B4/PPPP2PP/RNBQK1NR w KQkq - 0 7,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",799.0830078125,False
"['oneMove', 'middlegame', 'crushing', 'pin']",1700.873291015625,5r2/p1p3kp/1p2Rnr1/6p1/3P1qP1/1QP2P1N/PP3KP1/4R3 b - - 4 25,True,False,False,,,
"['veryLong', 'middlegame', 'advantage', 'exposedKing']",2864.06298828125,2k3r1/1N3pr1/pP2p3/2P1b2p/1P5q/2P1BQ2/6R1/R4K2 w - - 5 29,True,False,False,,,
"['short', 'middlegame', 'advantage', 'deflection']",1961.692138671875,r3r1Q1/pppk2p1/2nb2p1/3Bpb2/4N2q/3P4/PPP2PPP/R1B1R1K1 b - - 0 14,True,False,False,,,
"['veryLong', 'endgame', 'knightEndgame', 'advantage', 'queensideAttack']",1272.7235107421875,1nk2N2/7p/pp2p1p1/2p2p2/2P5/P6P/5PP1/5K2 w - - 2 39,True,False,True,,,
"['veryLong', 'opening', 'advantage', 'kingsideAttack']",1883.7679443359375,rn1qr1k1/pp3pp1/2pb2p1/3n2B1/3P2b1/2N2N2/PPB2PPP/R2Q1RK1 b - - 5 13,True,False,False,,,
"['short', 'middlegame', 'crushing', 'skewer']",2731.652099609375,r5kr/pp3p1p/6p1/2Q1pq2/2N5/1PP2PP1/PB3K2/4nB1R b - - 2 28,True,False,True,,,
"['short', 'opening', 'crushing', 'exposedKing']",511.0413818359375,r1bk2nr/pp3ppp/2nQ4/q2N4/4Pb2/5N2/PPPB2PP/R3KB1R b KQ - 3 12,True,True,False,"['opening', 'equality', 'short']",1767.222412109375,False
"['veryLong', 'opening', 'crushing', 'doubleCheck']",661.5029296875,r1b2knr/pppp1p2/3b1Ppp/4B3/5nPP/5Q2/q1P1BP2/1N2KB1R w K - 4 15,True,False,True,,,
"['veryLong', 'endgame', 'knightEndgame', 'advantage', 'equality']",1324.52978515625,8/7p/3p2p1/3Pp3/npPk4/1N3P2/1NK3PP/8 b - - 6 36,True,False,False,,,
"['long', 'opening', 'crushing', 'sacrifice']",2640.206298828125,rnb1kbnr/pppp3p/6p1/4Nq2/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,True,False,False,,,
"['veryLong', 'opening', 'crushing', 'exposedKing']",2475.111572265625,r3kbr1/ppp3pp/2n2n2/4N3/2Bqp1b1/2Q5/PPP2PPP/RN2K2R w KQq - 0 10,True,True,False,"['opening', 'advantage', 'fork', 'exposedKing', 'long']",1679.9012451171875,True
"['short', 'middlegame', 'advantage', 'sacrifice']",366.98529052734375,2k2k2/1bpb1qr1/p2p3p/1p6/3NR2P/4Q3/PP3PP1/4R1K1 w - - 1 24,False,False,,,,
"['oneMove', 'opening', 'advantage', 'enPassant']",3018.097900390625,rnb2rk1/ppp2ppp/3b4/3Pq3/2PNpPn1/8/PP2B1PP/RNBQ1RK1 b - f3 0 10,True,False,False,,,
"['short', 'opening', 'advantage', 'sacrifice']",1872.6558837890625,r1bqkb1r/pp3ppp/2nppn2/6B1/2PNN3/8/PP2PPPP/R2QKB1R b KQkq - 0 7,True,False,False,,,
"['veryLong', 'opening', 'crushing', 'sacrifice']",3159.5087890625,r1b1r1k1/1pq1bppp/2p2n2/p2n1P2/P2N4/2NB4/1PP3PP/R2Q1RBK w - - 3 16,True,False,False,,,
"['veryLong', 'middlegame', 'crushing', 'xRayAttack']",3246.45263671875,r6r/1b1pQ1b1/p3p1pk/3N2qp/5N2/1pP1R3/5PPP/6K1 w - - 4 29,True,False,False,,,
"['oneMove', 'opening', 'advantage', 'promotion']",3104.08544921875,r1b4r/p2np1k1/1q1p2p1/6N1/1p1bn3/8/PPP3PP/R1BQ1R1K w - - 2 16,True,False,False,,,
"['short', 'opening', 'advantage', 'hangingPiece']",913.6935424804688,r2qk2r/pp1bbpp1/3p1n1p/2pP4/2P1N3/6Q1/PP2BPPP/R1B2RK1 b kq - 3 13,True,False,False,,,
"['short', 'endgame', 'queenEndgame', 'mate', 'mateIn5', 'bodenMate']",1841.9100341796875,4Q3/5pk1/4p1p1/3pP1Kp/2pP1P1P/2P3P1/8/8 b - - 1 74,True,False,False,,,
"['veryLong', 'opening', 'mate', 'mateIn3', 'backRankMate']",954.2471313476562,rnb2rk1/ppp3pp/5q2/4N3/4R3/2PB4/PPP3PP/R1BQ2K1 b - - 0 13,True,False,True,,,
"['short', 'endgame', 'pawnEndgame', 'advantage', 'equality']",602.5601806640625,8/8/1p3k1p/5P2/1p6/1P3P1P/6RK/2n5 b - - 1 42,True,False,True,,,
"['veryLong', 'middlegame', 'advantage', 'quietMove']",1816.2098388671875,3r1rk1/pp2b2p/2p1pp2/6p1/2P1Rn2/1P3B2/P4PPP/R1B3K1 w - - 0 18,True,False,False,,,
"['veryLong', 'opening', 'advantage', 'clearance']",1323.4580078125,rnb2k1r/pppp1pbQ/5q2/6p1/2B1Pp2/8/PPPP2PR/RNB1K3 w Q - 6 10,True,False,False,,,
"['short', 'opening', 'crushing', 'zugzwang']",2499.828369140625,r1n2r1k/ppp2p2/2n1b1pp/3p1N1q/3P3P/P2B4/1PP2PP1/R1BQR1K1 w - - 0 24,True,False,False,,,
"['oneMove', 'opening', 'advantage', 'enPassant']",3076.9130859375,r3kb1r/2p1p1p1/p1pq4/3p4/6n1/2NPB3/PPP1BPP1/R2Q1RK1 b kq - 1 15,True,False,False,,,
"['oneMove', 'opening', 'crushing', 'pin']",1322.988525390625,r1b1kbnr/pp4pp/2p2p2/q3p3/3PP3/1nQ2N2/PP3PPP/RNB1KB1R w KQkq - 1 9,True,False,False,,,
"['oneMove', 'endgame', 'queenRookEndgame', 'advantage', 'queensideAttack']",2756.30322265625,2r5/7Q/p1k1pPp1/1p1r1p2/7P/3p1P2/PPP2P2/2K5 b - - 0 35,True,False,False,,,
"['long', 'middlegame', 'crushing', 'hangingPiece']",3072.68603515625,r5k1/ppp3pp/8/3pn3/4q3/2PNR1Pb/PP1B1n1P/5QK1 w - - 6 23,True,False,True,,,
"['short', 'middlegame', 'advantage', 'pin']",721.37255859375,rn2kb1r/p4ppp/2q1b3/8/8/3B4/1P2QPPP/R4KNR w kq - 2 17,True,False,False,,,
"['oneMove', 'opening', 'advantage', 'clearance']",1006.2401123046875,rn2k2r/pbpp2pp/1p2p3/8/2P1p1q1/P2B2P1/1PQB1P1P/R3K1NR b KQkq - 2 12,True,False,False,,,
"['veryLong', 'endgame', 'queenEndgame', 'advantage', 'pin']",2474.09912109375,6k1/p1p3p1/7p/4PQ2/2P4K/6P1/P6P/3q4 b - - 0 35,True,False,False,,,
"['long', 'middlegame', 'crushing', 'zugzwang']",1242.17626953125,5rk1/6p1/p3n1p1/3p4/2pP1BPq/2P2P2/P4QK1/3BR3 b - - 0 34,True,False,False,,,
"['veryLong', 'endgame', 'knightEndgame', 'crushing', 'hangingPiece']",2292.59912109375,8/1p6/8/p2kpK1P/P2p2n1/1P6/2P5/8 w - - 0 45,True,True,False,"['endgame', 'crushing', 'hangingPiece', 'short']",1345.2265625,False
"['veryLong', 'middlegame', 'advantage', 'zugzwang']",1570.8953857421875,r5k1/r5p1/qn1p1p1p/1BpPpPbP/Np2P1P1/1P4K1/Q7/R3B2R b - - 0 37,True,False,False,,,
"['short', 'opening', 'crushing', 'sacrifice']",3261.236083984375,rn1q2k1/ppp2ppp/3b4/3PN3/3P4/2NB3r/PP1B1P2/R2Q1RK1 b - - 1 13,True,False,False,,,
"['oneMove', 'middlegame', 'advantage', 'enPassant']",1192.0830078125,r5k1/pppq1p1p/6p1/3Pp1P1/1B2N3/5n2/PP1n1P1P/R4R1K w - - 0 25,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",890.5485229492188,False
"['short', 'opening', 'mate', 'mateIn5', 'arabianMate']",1497.343994140625,r1bq1k1r/1ppp1Pp1/p1n4p/7N/2B4P/2P5/P2P1P2/bNB1KKR1 w - - 0 18,False,False,,,,
"['veryLong', 'middlegame', 'crushing', 'hangingPiece']",2270.8759765625,r2qr1k1/pp1nbpp1/2pBpn1p/8/1PBPN3/P3P3/2P2PPP/R2Q1RK1 b - - 0 14,True,False,False,,,
"['oneMove', 'middlegame', 'advantage', 'defensiveMove']",551.5582885742188,r4b1r/4k1pp/4P3/p1pQ4/3p1q2/7P/PPP3PK/RN3R2 w - - 0 27,True,False,True,,,
"['long', 'opening', 'crushing', 'sacrifice']",1018.0030517578125,rnbq1k1r/ppppb1pp/8/3PQ3/2B5/2n5/PPP3PP/R1B1K1NR w KQ - 2 9,True,False,True,,,
"['long', 'endgame', 'queenEndgame', 'mate', 'mateIn2', 'doubleBishopMate']",3129.332763671875,8/Q7/Pp4kp/1Pp2p2/2P1qP1K/6P1/7P/8 b - - 8 42,True,False,True,,,
"['oneMove', 'opening', 'advantage', 'attackingF2F7']",2308.81005859375,r3k1nr/1bq2ppp/ppn1p3/8/2B5/4PN2/PPP3PP/R2Q1RK1 w kq - 0 13,True,False,True,,,
"['long', 'endgame', 'pawnEndgame', 'advantage', 'promotion']",981.3211669921875,8/8/1k6/2pK4/2Pp4/3P4/8/8 b - - 5 47,True,False,False,,,
"['oneMove', 'endgame', 'queenEndgame', 'advantage', 'interference']",2938.13720703125,8/5p1p/3P4/1k1pP3/pP2qpP1/7P/3Q3K/8 w - - 1 48,True,False,False,,,
"['veryLong', 'endgame', 'queenEndgame', 'advantage', 'castling']",561.6123046875,2k5/1pp3p1/p1p5/7p/1qQ1P3/1P1P3P/P1P3P1/5K2 b - - 1 22,True,False,False,,,
"['short', 'middlegame', 'crushing', 'intermezzo']",2525.59765625,3N1r2/7p/3k4/2R5/PN2p1p1/4n1P1/5nBP/6K1 b - - 0 39,True,False,True,,,
"['long', 'middlegame', 'advantage', 'kingsideAttack']",1815.389404296875,5k1r/1b3p2/pp3b2/3PpN1p/1P2P1n1/P1q5/2PBQ1P1/2R1R1K1 b - - 1 26,True,False,False,,,
"['veryLong', 'middlegame', 'crushing', 'kingsideAttack']",2483.215576171875,7r/pRp2pkp/4bn2/4q1p1/Q5n1/3B4/P2N1PPP/5RK1 b - - 0 20,True,False,False,,,
"['oneMove', 'middlegame', 'advantage', 'deflection']",1625.9327392578125,8/2p3pk/p3pr1p/n5b1/4P2q/B1P3NP/PQ3PP1/R4RK1 b - - 9 23,True,False,False,,,
"['oneMove', 'opening', 'crushing', 'discoveredAttack']",2623.98193359375,rnb1r1k1/ppp1qppp/8/3P4/8/5B2/PPPP2PP/RNB1QK1R b - - 2 10,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",665.9617919921875,False
"['long', 'middlegame', 'advantage', 'interference']",865.0840454101562,4r1k1/pp3ppp/r4P2/2b1p2b/2N1B3/2QP1P2/4K2P/1R3R2 b - - 0 34,True,False,True,,,
"['long', 'endgame', 'rookEndgame', 'crushing', 'hangingPiece']",1332.747802734375,r6R/p2R1P2/2pk2P1/1p6/8/5KP1/8/8 b - - 0 38,True,False,True,,,
"['veryLong', 'opening', 'crushing', 'fork']",2645.00537109375,rn2k2r/ppp1q1pp/1b2N3/3B1b2/4n3/5Q2/PPP3PP/RNB2K1R b kq - 0 12,True,False,False,,,
"['veryLong', 'opening', 'crushing', 'queensideAttack']",571.7269287109375,2k1rb1r/pppq2pp/2p2p2/5n2/3P1Pb1/2N5/PPPPQ1PP/R1B1R2K w - - 3 13,True,False,False,,,
"['oneMove', 'opening', 'crushing', 'capturingDefender']",2515.50634765625,r1b2rk1/1p3p1p/pq2ppnB/8/3b2N1/1B6/PP3PPP/R2QR1K1 w - - 2 17,True,False,False,,,
"['oneMove', 'endgame', 'queenEndgame', 'advantage', 'trappedPiece']",3153.559326171875,5Q2/5p2/4p3/pp3qk1/2p3p1/1PP5/P2P1PKP/8 b - - 3 41,True,False,False,,,
"['veryLong', 'endgame', 'pawnEndgame', 'advantage', 'clearance']",998.9765014648438,8/2p5/pp1p2p1/3P2Pk/PPP2Kp1/8/8/8 w - - 0 35,True,False,True,,,
"['long', 'endgame', 'pawnEndgame', 'crushing', 'interference']",2634.04296875,8/pp6/2p1p1k1/4p1P1/8/1P1PK2P/P7/8 w - - 0 42,True,False,False,,,
"['short', 'middlegame', 'crushing', 'defensiveMove']",419.79156494140625,r5k1/p5pp/2pbpr2/2pp4/7N/1P1P2Pb/P1P1K1qP/RN1Q1R2 w - - 8 21,True,False,False,,,
"['veryLong', 'endgame', 'pawnEndgame', 'crushing', 'sacrifice']",945.8981323242188,8/8/p2ppk1K/1p2p3/1P2P3/2PPP3/8/8 b - - 2 53,True,False,False,,,
"['veryLong', 'endgame', 'queenRookEndgame', 'mate', 'mateIn4', 'arabianMate']",2500.459716796875,1r6/5K1k/4P3/6R1/5P2/8/7P/1q4R1 w - - 0 46,True,False,False,,,
"['long', 'opening', 'crushing', 'clearance']",2644.57470703125,r2qkb1r/1p1b2pp/p2ppp2/3Q4/4P3/2N5/PP3PPP/nKBR1B1R w kq - 0 14,True,False,False,,,
"['long', 'middlegame', 'advantage', 'xRayAttack']",2106.17529296875,1k1r1bnr/pp4pp/q1Q5/3N1p2/1P2p2P/P1P1P3/3B1PP1/R3K1NR b KQ - 0 15,True,False,False,,,
"['long', 'endgame', 'knightEndgame', 'crushing', 'skewer']",2455.79931640625,8/5p2/2p1pNpp/1p2P3/1P1P2Pp/2n3kP/8/6K1 w - - 2 45,True,False,False,,,
"['oneMove', 'endgame', 'knightEndgame', 'crushing', 'exposedKing']",1545.4656982421875,8/2N5/1P5p/p1n3pP/P2k1pP1/2p2P2/2K5/8 b - - 0 49,True,False,False,,,
"['long', 'endgame', 'queenEndgame', 'crushing', 'defensiveMove']",2824.426025390625,8/3k4/4pQpp/8/3PK3/6P1/5P2/2q5 w - - 2 62,True,False,False,,,
"['long', 'middlegame', 'advantage', 'deflection']",1790.7139892578125,8/p5k1/1r3p1p/3B3P/b2P2P1/r3q1Q1/3N2K1/5R2 w - - 3 40,True,False,False,,,
"['veryLong', 'endgame', 'rookEndgame', 'crushing', 'fork']",1801.2958984375,8/2p5/p3rpkp/P1p4p/4PP1R/5KP1/1PP5/8 w - - 4 46,True,False,False,,,
"['veryLong', 'opening', 'advantage', 'attraction']",639.3704223632812,r2qkb1r/1p1n1ppp/B3p3/3p3b/Q2P4/5N2/PP3PPP/RN2K2R w KQkq - 0 12,True,False,False,,,
"['veryLong', 'endgame', 'queenRookEndgame', 'mate', 'mateIn3', 'hookMate']",2881.6259765625,7R/1k3pK1/4pNp1/p3P3/5PR1/1p6/3qr3/8 w - - 0 45,True,False,True,,,
"['veryLong', 'endgame', 'bishopEndgame', 'crushing', 'queensideAttack']",730.0797119140625,k4b2/p2b1pp1/B2Pp2p/2p1P3/2K5/6P1/5P1P/8 w - - 8 33,True,False,True,,,
"['short', 'opening', 'advantage', 'equality']",2368.0595703125,r1bq1rk1/1pp2pp1/pbnp1P1p/8/2BP4/2N2N1P/PP3PP1/R1BQR1K1 b - - 0 12,True,False,False,,,
"['long', 'middlegame', 'crushing', 'deflection']",837.4365234375,5B2/4b2k/3Np3/2P1Pp1Q/3q2p1/6Pn/1r2B1K1/2R5 b - - 0 39,True,False,False,,,
