target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['advantage', 'attraction', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",2242.0,r2r2k1/1p3pp1/pq3B2/2bp1b2/4n3/1NN1P3/PPQ2PPP/2R2RK1 b - - 0 16,True,False,False,,,
"['advantage', 'endgame', 'master', 'short']",2103.0,8/5kp1/1p5p/2n1P2r/2R2P2/4B3/P4K2/8 b - - 1 37,True,False,False,,,
"['advantage', 'endgame', 'fork', 'short']",665.0,6k1/pp3pp1/2p5/3p3n/3P1r2/P1P1Q2P/1PB2PPK/8 b - - 2 27,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'queenEndgame', 'short']",1453.0,1Q6/7p/6p1/8/5P1P/6PK/6k1/4q3 b - - 2 68,False,False,,,,
"['advancedPawn', 'crushing', 'endgame', 'master', 'veryLong']",2064.0,5r2/7K/6P1/4b2p/3k4/5p1P/1PB5/3R4 b - - 1 53,True,False,False,,,
"['crushing', 'middlegame', 'short']",1548.0,2rqr1k1/p3ppb1/1p4p1/2pNpb2/3n2N1/3PB1Q1/PPP3PP/1R3R1K w - - 2 25,True,False,False,,,
"['advantage', 'endgame', 'short']",1848.0,8/4p1k1/p2p2p1/1p1q1RP1/1P1P4/P7/2rQK3/8 w - - 0 38,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'short']",1392.0,6R1/7P/8/2p5/8/4pp2/2k4r/4BK2 b - - 1 50,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1237.0,r1b1k2r/ppp2ppp/6q1/6B1/1nB5/5N2/PP3PPP/RNKR4 w kq - 8 13,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",1161.09228515625,True
"['advantage', 'endgame', 'short']",1944.0,8/4kp2/4p3/1p6/8/2P2RPP/PRb1rP2/6K1 b - - 3 40,True,False,False,,,
"['endgame', 'killBoxMate', 'mate', 'mateIn2', 'short']",1087.0,2Q5/3r2pp/8/1p6/8/P5qP/1k4P1/2R4K w - - 2 39,True,False,False,,,
"['crushing', 'middlegame', 'short']",2115.0,r1b2r1k/1p3p1p/2n3qp/p1PNp3/Q7/5N1P/PPP2PP1/R4RK1 b - - 0 17,True,False,False,,,
"['discoveredAttack', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",1175.0,r3k2r/pp1b2p1/4p1pn/2bpP3/1P6/2N2N2/1PPQ2PP/R6K b kq - 0 16,True,False,True,,,
"['attraction', 'crushing', 'long', 'middlegame', 'sacrifice']",1993.0,3r1r2/1p1qp1k1/p2p2pp/2pP2n1/4P2Q/1P6/P3NRPP/5R1K w - - 2 29,True,True,False,"['middlegame', 'advantage', 'attraction', 'long']",1591.66064453125,True
"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",976.0,8/p7/8/8/3q4/5k2/P6Q/5K2 w - - 3 54,True,False,False,,,
"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1027.0,r2q3k/p5b1/1pp1r1Q1/5B2/P2P2pP/2N5/1PPB1P2/2K5 w - - 0 25,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",1334.0,8/2p3pk/5pp1/p7/P2PQ1K1/2P4P/1P1Nn1P1/6q1 b - - 9 36,True,False,False,,,
"['crushing', 'endgame', 'short']",1528.0,2r5/B1B5/PPnk4/3p4/3Pp1p1/4P3/4K3/8 b - - 2 59,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1112.0,6k1/1p3pp1/pq6/4Q3/8/1P5P/P1r2PP1/3R2K1 b - - 4 31,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",965.069091796875,True
"['advantage', 'capturingDefender', 'discoveredAttack', 'middlegame', 'short']",1507.0,r4rk1/3b1ppp/pq3n2/1pb1pN2/8/P2BBP2/1PP1Q1PP/1K1R3R b - - 6 15,True,False,False,,,
"['crushing', 'enPassant', 'master', 'middlegame', 'short']",2141.0,1r3rk1/2p3pq/pbp1p2p/3pPp2/3P3Q/2P2P1P/PP1N1PRK/6R1 w - - 4 25,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",883.0,r1b2rk1/pp3pp1/1qnpp2P/8/4PP2/1P1B1Nb1/P1PB2P1/R2Q1K1R b - - 0 17,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",794.684814453125,True
"['crushing', 'endgame', 'rookEndgame', 'short']",1126.0,8/p1p5/5k1p/2p2rp1/4RPK1/8/PPP4P/8 w - - 1 31,True,False,True,,,
"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']",412.0,k7/ppp1p3/6p1/3P4/4P2r/P4R1B/1P4PK/2r5 w - - 0 28,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",570.2633056640625,True
"['advantage', 'middlegame', 'short']",2109.0,r1b3k1/p1p2ppp/1pnb1q2/4p3/2BP4/2Q1PN2/PPP2PPP/R3K2R b KQ - 3 9,True,False,False,,,
"['endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",1655.0,1k3r2/ppp5/8/4Q3/4P3/6Pp/PBq2P1P/5RK1 b - - 2 28,True,False,False,,,
"['crushing', 'endgame', 'short']",879.0,r3r1k1/p4p2/1p3qp1/3pR3/3p4/6Q1/PP3PPP/4R1K1 w - - 0 25,True,True,False,"['endgame', 'crushing', 'short']",859.6162109375,True
"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3']",999.0,6k1/1p4pp/pN6/2P2q2/3rb3/1P4QP/P6K/8 w - - 0 37,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1495.0,5r1k/4R1p1/p1p3Qb/3b1N1p/4N3/P1B2KPP/1q6/8 b - - 7 42,True,False,False,,,
"['endgame', 'long', 'mate', 'mateIn3', 'rookEndgame']",1051.0,8/R7/5kpp/8/5PPK/4r3/8/8 b - - 1 45,True,True,False,"['endgame', 'mateIn3', 'mate', 'rookEndgame', 'long']",1056.79052734375,True
"['capturingDefender', 'crushing', 'endgame', 'hangingPiece', 'long']",1573.0,3N4/8/1p3kp1/1b2p3/Pp2P1BK/3p4/P7/8 w - - 0 70,True,False,False,,,
"['crushing', 'long', 'middlegame', 'pin', 'quietMove']",2714.0,r2r2k1/1Q3p2/B1R1pBp1/1R2P2p/3b3P/K4P2/6q1/8 b - - 1 38,True,False,False,,,
"['attraction', 'crushing', 'kingsideAttack', 'middlegame', 'sacrifice', 'short']",1731.0,4rq2/pk3p1R/1pnQ1P2/2pp1B2/6r1/1NP5/PP4PP/R5K1 b - - 2 31,True,False,False,,,
"['advantage', 'endgame', 'fork', 'long', 'master']",2063.0,8/8/p1r1k3/1p2Pp1p/1B1pP1pP/1b4P1/1P1Q2K1/2r1N3 b - - 0 36,True,False,True,,,
"['advantage', 'endgame', 'fork', 'short']",657.0,6k1/B1n3pp/2P2p2/5P2/p3p1B1/P1R3KP/1P1r1rP1/8 b - - 1 30,True,False,False,,,
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",1247.0,b2r4/p1k1n3/5N1p/2N1ppp1/8/2P1K1PP/PP1R1P2/8 b - - 1 35,True,False,False,,,
"['advantage', 'middlegame', 'short']",1972.0,r3k2r/pp3p2/2p1ppp1/3q4/3n4/6N1/PPP1QPPP/1K1R3R w kq - 0 15,True,False,False,,,
"['advantage', 'endgame', 'fork', 'long', 'sacrifice']",1597.0,6k1/5p2/7p/1p3Rp1/1r3n2/2BP3P/R1P1rPP1/6K1 b - - 2 30,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'short']",2022.0,8/k7/3PBp2/1P3P2/8/6r1/KP5p/8 b - - 0 52,True,False,False,,,
"['crushing', 'long', 'middlegame', 'queensideAttack', 'skewer']",1223.0,2k2b1r/1p2q1p1/pB1p1n1p/3Pp3/Q3P3/2N3p1/PPP1K3/4R3 w - - 2 24,True,False,False,,,
"['crushing', 'endgame', 'long', 'quietMove']",2416.0,8/5k2/p3p3/1p1n2pp/1P1PBp2/P2K1P2/6PP/8 w - - 0 32,True,False,False,,,
"['advantage', 'discoveredAttack', 'master', 'middlegame', 'short']",1503.0,3r2k1/p4p2/2Q5/8/2PPrp2/1Pbb4/P4B1P/R5K1 b - - 1 29,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'pin', 'queenRookEndgame', 'short']",654.0,8/8/p5P1/4R1K1/P7/1P4q1/6k1/8 w - - 4 65,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame', 'promotion']",1969.0,8/8/P7/7P/1p1k4/1P2ppP1/8/3K4 b - - 1 42,True,False,False,,,
"['endgame', 'hangingPiece', 'mate', 'mateIn2', 'short']",966.0,4r1k1/5p2/2p2Bp1/p5P1/N5q1/3pR3/3P1P2/2K5 w - - 7 39,True,False,False,,,
['endgame'],891.0,3k1r2/1R4pp/3Np3/2bpp3/P7/8/4KP2/8 w - - 2 28,True,False,False,,,
"['crushing', 'endgame', 'hangingPiece', 'short']",1291.0,3r1k2/p7/1p1P3p/1Q2P1p1/2P2pP1/3bq2P/P3R2K/5R2 b - - 1 36,True,False,False,,,
"['crushing', 'deflection', 'fork', 'long', 'middlegame']",2383.0,3q1r1k/1pp1N1pp/3n1p2/4N2n/8/6P1/2P2P1P/Q3R1K1 w - - 0 21,True,False,False,,,
"['advantage', 'discoveredAttack', 'endgame', 'short']",1077.0,6k1/p5p1/Pp2bp1p/2p4P/4p3/Pr6/1B2K1P1/3R3R b - - 1 35,True,False,False,,,
"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'quietMove', 'veryLong']",2625.0,r4rk1/pp2npbp/8/2p2pN1/4p3/2Pq4/PP3P1P/R1BQK1R1 w Q - 0 19,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",901.0,8/7p/2r1k1p1/4P3/2n1KP2/1N6/P6P/8 w - - 4 55,True,False,False,,,
"['crushing', 'endgame', 'long', 'master', 'queenEndgame']",1513.0,8/8/8/p7/P1PKQpk1/8/8/7q b - - 5 65,True,False,False,,,
"['clearance', 'crushing', 'middlegame', 'sacrifice', 'veryLong']",2600.0,6k1/pQp3pp/4Nr2/2bP1p2/5P2/1P1q2Pb/7P/R3R2K b - - 1 25,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1244.8284912109375,False
"['crushing', 'discoveredAttack', 'middlegame', 'short']",875.0,rn1r2k1/pp6/2p1ppp1/2Pq4/1P1P2P1/P4q1P/3QRP2/R2Q2K1 w - - 0 25,True,False,False,,,
"['advantage', 'capturingDefender', 'endgame', 'long']",1927.0,8/1pQ5/p4pk1/6p1/3PPn2/1qP1K3/5PP1/7R b - - 6 40,True,False,False,,,
"['advantage', 'endgame', 'short']",2325.0,5rk1/5p2/4q2p/R2P2p1/6P1/2PQ1R1P/PP3PK1/4r3 b - - 0 40,True,False,False,,,
"['advantage', 'discoveredAttack', 'endgame', 'kingsideAttack', 'long', 'sacrifice']",1227.0,5rk1/2q4p/p2p2p1/1p1Ppp2/1Pr1P3/P4PQ1/2P2P2/2R3RK w - - 0 25,True,False,False,,,
"['advantage', 'deflection', 'endgame', 'short']",1500.0,2r5/3R1R2/3rp3/2p1k1p1/p1P1P1Pp/b4K2/8/6B1 w - - 6 49,True,False,False,,,
"['advantage', 'discoveredAttack', 'middlegame', 'short']",1450.0,2bq1rk1/r2n1ppp/p2N4/3B4/1Pp1PP2/P7/2Q3PP/R4RK1 b - - 0 20,True,False,False,,,
"['advantage', 'hangingPiece', 'intermezzo', 'opening', 'short']",1557.0,r2qr1k1/ppp3pp/2nb1p2/3n4/5B2/5NP1/PPPQ1P1P/RN2R1K1 w - - 0 15,True,False,False,,,
"['advantage', 'clearance', 'long', 'middlegame', 'quietMove', 'trappedPiece']",2550.0,1k1qb3/n2r4/Bp3b2/pP1p1Qpp/P2Pp3/2N1P2P/2R2PP1/5NK1 b - - 0 34,True,False,False,,,
"['crushing', 'deflection', 'discoveredAttack', 'endgame', 'short']",1407.0,5q1k/6p1/4P3/1r3QRp/3P3P/5P2/5PK1/3r4 w - - 1 46,True,False,False,,,
"['crushing', 'middlegame', 'short']",2126.0,5rk1/1p3p1p/1q1pbPp1/4p3/3pP1P1/pPrP1N1P/K1P2R1N/2RQ4 b - - 3 26,True,False,True,,,
"['advantage', 'long', 'middlegame']",1722.0,2r3k1/pp2pp1p/3q1np1/3r4/2B2P2/PNQRP3/1P4PP/R5K1 b - - 0 19,True,False,False,,,
"['advantage', 'attraction', 'fork', 'long', 'middlegame']",1425.0,2k3r1/p3bp1p/2p2p2/4q2b/P3B3/2N1PN1P/1P3P2/R2Q3K b - - 2 22,True,False,False,,,
"['crushing', 'endgame', 'long', 'pawnEndgame']",2550.0,8/5pp1/4p1kp/1p2P3/1P1P4/5P1P/4K1P1/8 b - - 0 34,True,False,True,,,
"['crushing', 'long', 'opening']",1286.0,rn2k2r/pp4p1/1qpb1n1p/4N3/3P4/P7/1PPB1PPP/R2QK2R w KQkq - 2 17,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",758.0,r1r3k1/4bp1p/4p1n1/pq1pP3/1p1NnPQ1/1P1N2P1/2PB3P/R1R4K b - - 1 25,True,False,False,,,
"['advancedPawn', 'advantage', 'endgame', 'long']",1889.0,5r2/p7/7p/P3P1k1/B2PKp2/2P5/7P/8 w - - 1 37,True,False,False,,,
"['crushing', 'discoveredAttack', 'long', 'middlegame']",2229.0,1r3rk1/1bq2ppp/p2ppb2/1p6/2nNPP2/1PN3Q1/P1P1B1PP/2KRR3 b - - 0 17,True,False,False,,,
"['advantage', 'fork', 'long', 'middlegame']",1174.0,r1b2rk1/ppp1qpbp/1n4p1/3Pp3/8/P1PBPN2/2QB1PPP/R4RK1 b - - 0 14,True,False,False,,,
"['crushing', 'endgame', 'rookEndgame', 'short']",1295.0,8/6k1/5p1p/5K1P/4R3/6r1/8/8 w - - 0 58,True,False,False,,,
"['endgame', 'mate', 'mateIn4', 'veryLong']",1229.0,Q7/2R2Qpk/4p2p/1p1p4/1P2bP2/4P1KP/1r4P1/8 b - - 3 41,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",608.0,6k1/p4ppp/8/1P2n3/8/P5P1/3rrP1P/2R2RK1 w - - 0 29,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",649.7286987304688,True
"['crushing', 'fork', 'middlegame', 'short']",1185.0,5rk1/1pq2p2/2p3p1/2P4p/3P4/4N3/PQ2n3/RK4R1 b - - 3 31,True,False,False,,,
"['advantage', 'defensiveMove', 'fork', 'long', 'middlegame']",2083.0,r4rk1/6p1/bbq2n1p/p2p4/P3pN2/1QP5/4BPPP/R1BR2K1 w - - 2 21,True,False,True,,,
"['advantage', 'long', 'middlegame']",2297.0,5rk1/6p1/3p1qb1/p3p1p1/2p1B2b/P1P2P2/2PR4/3K1RQ1 b - - 5 29,True,False,False,,,
"['crushing', 'hangingPiece', 'long', 'middlegame']",1605.0,2k1r3/Qppb2p1/7p/8/4PB2/P1q2B2/5PPP/R5K1 b - - 0 23,True,False,False,,,
"['advantage', 'capturingDefender', 'middlegame', 'short']",1251.0,2r2rk1/pQ3p1p/6p1/6q1/4R1b1/8/PP1N1PPP/5RK1 b - - 0 19,True,False,False,,,
"['arabianMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",771.0,2b4k/5rpr/pp2pN2/3pP1P1/3P4/4qPK1/PP5R/5R2 w - - 0 33,True,True,False,"['middlegame', 'mateIn1', 'mate', 'arabianMate', 'kingsideAttack', 'oneMove']",733.4544067382812,True
"['advantage', 'endgame', 'short']",925.0,4r3/Q1pk1p1r/1p1p2Bp/1P6/8/8/5PP1/6K1 b - - 0 35,True,False,False,,,
"['crushing', 'discoveredAttack', 'long', 'middlegame', 'queensideAttack']",1183.0,2kr2nr/1bp2ppp/pbp5/1p2q3/8/2NBB2P/PPPQ1PP1/3R1RK1 w - - 0 13,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1488.0,6k1/1p3pp1/8/7Q/1n2p3/7P/r1q2PPB/3R2K1 w - - 0 27,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",922.1522827148438,False
"['crushing', 'discoveredAttack', 'master', 'masterVsMaster', 'middlegame', 'short']",1172.0,1k1r3r/2qb1p2/p1nNp1p1/1pPpP1Pp/3N1PnP/3Q3R/PPP3B1/2KR4 b - - 7 20,True,False,False,,,
"['advantage', 'kingsideAttack', 'middlegame', 'short']",1470.0,6k1/1p2bpp1/pN4r1/7p/2PPnB1n/4P2P/PP3PN1/R4RK1 b - - 1 26,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame']",1815.0,8/4k3/8/1p2KP1P/1pp5/8/PP6/8 b - - 0 42,True,False,False,,,
"['discoveredAttack', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1835.0,rn2k3/ppp3qp/4pp2/2PP4/2PN4/3BBb2/P4PrP/R2Q1R1K b q - 0 19,True,False,False,,,
"['advancedPawn', 'advantage', 'long', 'middlegame']",1600.0,8/3q1bk1/5p2/1N5p/2P3pP/1Pbp2B1/r4PP1/1R1Q2K1 b - - 3 33,True,False,False,,,
"['advantage', 'middlegame', 'short']",1300.0,1r1qr1k1/p1p1bpp1/5n1p/3p3b/P7/1P3N1P/1BP1QPPN/R3R1K1 w - - 6 18,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame']",1625.0,1q6/7k/4Qp1p/4pKp1/2P1P1P1/7P/6PK/8 b - - 0 42,False,False,,,,
"['crushing', 'endgame', 'queenRookEndgame', 'veryLong']",2249.0,8/1p3rk1/p1p5/6p1/1P4P1/P1r2PK1/8/7Q w - - 5 43,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'rookEndgame', 'short']",2258.0,8/1k1R1p2/4p2P/3pP3/5P2/4P1K1/1p6/1r6 b - - 2 49,True,False,False,,,
"['advantage', 'opening', 'short']",1106.0,r2qkb1r/p3pppp/1pn2nb1/1Q1BN3/6P1/2N4P/PPPP1P2/R1B1K2R b KQkq - 0 10,True,False,False,,,
"['crushing', 'endgame', 'exposedKing', 'long', 'rookEndgame']",2296.0,6k1/8/7R/6K1/7p/8/5P2/7r w - - 5 49,True,False,False,,,
"['crushing', 'long', 'middlegame']",1424.0,1r1q1rk1/4nppp/ppp1p1n1/8/2PbBP2/2NPB3/P3Q1PP/1R3RK1 w - - 0 18,True,False,False,,,
"['advancedPawn', 'advantage', 'endgame', 'knightEndgame', 'short']",1680.0,8/p5k1/1p1kPp1p/5K2/2P5/1P3N2/P3n3/8 w - - 1 53,False,False,,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",825.0,1rb3kr/1p1p3p/p2N2pB/2p1qn2/8/2P2B2/P1P2PPP/R5K1 w - - 0 20,True,False,False,,,
"['advantage', 'discoveredAttack', 'long', 'middlegame']",1688.0,r4rk1/p4ppp/1bp1p3/3b1Nq1/8/2NQnPB1/PP4PP/R4R1K w - - 7 22,True,False,False,,,
"['crushing', 'endgame', 'veryLong']",2145.0,8/8/p1Qp2k1/1p2p1P1/8/N1Pb4/PPq3P1/K7 b - - 11 32,True,False,False,,,
"['bishopEndgame', 'crushing', 'defensiveMove', 'endgame', 'long']",2371.0,8/8/1bp5/1p1k1p1p/1P1B3P/2P2KP1/8/8 w - - 0 57,True,False,False,,,
"['advantage', 'middlegame', 'short']",1791.0,rn3r1k/2pp1pb1/1p1Np3/p3Pn1p/3P1Ppq/P2BB3/1PPNQ1bP/2KR3R w - - 2 17,True,False,False,,,
"['crushing', 'long', 'middlegame']",2585.0,3r3k/pp3R2/5pqp/2p1b3/4p3/5rPR/PPB1QPK1/8 w - - 7 41,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",1032.0,2Rk2nr/1b3B2/p7/3pp2p/Nn3Bq1/8/P3QNPP/6K1 b - - 0 29,True,False,False,,,
"['crushing', 'endgame', 'short']",2043.0,8/ppq1rRk1/4r1p1/7p/1P1P4/P1P2Q1P/P5P1/5R1K b - - 0 32,True,True,False,"['endgame', 'advantage', 'long']",1093.6669921875,False
"['mate', 'mateIn1', 'middlegame', 'oneMove']",851.0,1k1r4/1pp3p1/p1P1Q3/q7/6B1/1P3Pp1/PB1NKbP1/2RR3r b - - 0 33,True,False,False,,,
"['crushing', 'long', 'opening']",1930.0,r2qkb1r/ppp2ppp/2N5/3n4/3Pp3/1N2P3/PP2bPPP/R1BQK2R b KQkq - 0 10,True,True,False,"['opening', 'advantage', 'short']",1876.8138427734375,False
"['crushing', 'endgame', 'long', 'master', 'masterVsMaster', 'pawnEndgame']",1406.0,8/p5p1/1k2p1p1/1p2P1Pp/1P1K1P1P/1P6/8/8 w - - 1 52,True,False,False,,,
"['bishopEndgame', 'crushing', 'endgame', 'short']",1980.0,8/8/3k4/P2Ppppp/1KB5/5P1P/4b1P1/8 b - - 10 44,True,False,True,,,
"['advantage', 'discoveredAttack', 'kingsideAttack', 'middlegame', 'pin', 'veryLong']",2355.0,4r1k1/Qb3pbp/p5p1/q3NP2/P3P1P1/1p6/1r3RBP/R5K1 w - - 0 24,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",700.0,4rrk1/ppp3p1/3p3p/8/3P2b1/3Q4/PP3PPP/RNB1R2K b - - 0 19,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'fork', 'hangingPiece', 'short']",866.1590576171875,True
"['advantage', 'exposedKing', 'long', 'middlegame', 'skewer']",1685.0,3k3r/p1p2qp1/6p1/6Pn/PPnPpB2/2p1P2B/1pK1QP2/3R3R b - - 0 22,True,False,False,,,
"['advantage', 'long', 'middlegame']",2238.0,r4rk1/pp3pp1/4bq2/2pBp3/3pP1nR/1P1P4/P1PQ1PK1/R1B5 w - - 2 23,True,False,False,,,
"['advantage', 'attraction', 'long', 'middlegame', 'sacrifice']",2326.0,3r1r2/6q1/p2pk3/3n3Q/2pRp3/P1P1P2P/1P4P1/R5K1 w - - 5 27,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",916.0,8/pq5k/1p5p/8/1P6/1P2N1PK/4QP2/4n3 b - - 2 43,True,False,False,,,
"['advantage', 'endgame', 'long', 'rookEndgame']",1568.0,6r1/r5p1/4R3/p1k5/1p6/1P1K4/1PP5/6R1 w - - 3 41,True,False,False,,,
"['advantage', 'attraction', 'exposedKing', 'fork', 'long', 'middlegame', 'sacrifice']",1137.0,r3k2r/pPp2ppp/4b2n/4p3/Q3P3/5P2/Pn1K2PP/RN4NR b kq - 2 14,True,False,False,,,
"['attraction', 'mate', 'mateIn5', 'middlegame', 'sacrifice', 'veryLong']",1395.0,1nq3n1/kp1r3r/4p3/P1N1Pp2/2PP4/1Q2B1p1/6P1/1R3RK1 b - - 3 33,True,False,False,,,
"['crushing', 'endgame', 'short']",1753.0,2kr4/p1pb1p1p/2p5/4P3/3R4/2B1P2P/PP4r1/2KR4 w - - 3 23,True,False,False,,,
['middlegame'],1655.0,2r1k2r/2qp1p2/p1b1pn2/1pP1N3/5Pp1/3BB3/PP3QP1/R4RK1 b k - 1 21,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",590.0,4rk2/p4pp1/3N3p/2pb4/q1p2PQ1/P1P3P1/1P1R1P1P/6K1 b - - 5 31,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",827.0086669921875,True
"['crushing', 'endgame', 'short']",2088.0,8/2b2pp1/7p/p4P1P/N7/1k1N1K2/2p5/8 w - - 1 67,True,False,False,,,
"['crushing', 'endgame', 'long', 'pawnEndgame']",1626.0,8/p6p/1p1k1p2/2pp1Pp1/3P2P1/P1P1K2P/1P6/8 b - - 1 29,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short', 'trappedPiece']",2004.0,r3r1k1/ppp2ppp/1b1p3B/7n/3pP2q/1BP2PRP/PP1Q1P1K/R7 w - - 6 20,True,False,False,,,
"['backRankMate', 'deflection', 'endgame', 'long', 'mate', 'mateIn3']",1212.0,4r1k1/2p1qppp/2Qp4/8/8/P1P5/2P2PPP/R3NK2 b - - 0 20,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'deflection', 'long']",1094.5015869140625,True
"['crushing', 'endgame', 'master', 'short']",891.0,6k1/p1r2p2/4p1p1/1Q6/8/6P1/2q2PK1/5R2 w - - 4 37,True,False,True,,,
"['crushing', 'endgame', 'pawnEndgame', 'veryLong']",2034.0,8/8/2k1p3/3pP2p/1P4pP/p3P1P1/P1K5/8 b - - 0 40,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",603.0,r1b1rk2/p1pp1pp1/1p1q4/6N1/2QP1n2/8/PP2BPPP/R4RK1 w - - 0 19,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",977.2412719726562,True
"['crushing', 'long', 'middlegame']",1881.0,r1br4/2R5/2p2k1p/p5p1/1p3p2/3B3P/PbP2PPN/4R1K1 w - - 2 30,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",628.0,r1bqnk1r/pp1nb1pp/2p1pp2/3pP2Q/3P1N2/2N5/PPPB1PPP/R3KB1R w KQkq - 3 9,False,False,,,,
"['crushing', 'endgame', 'long', 'pawnEndgame', 'quietMove', 'zugzwang']",2623.0,8/1p5p/4kp2/p4p2/P1P2P2/4K3/7P/8 w - - 1 35,True,False,False,,,
