target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['advancedPawn', 'crushing', 'discoveredAttack', 'endgame', 'long', 'pin']",2141.0,8/4P2k/5p1P/P4P1K/7N/4r1p1/8/8 b - - 0 56,True,False,False,,,
"['advantage', 'attraction', 'kingsideAttack', 'long', 'middlegame', 'sacrifice']",2094.0,2r2rk1/pbqn2pp/1p1bpp2/2ppN3/P2P1P2/2PBP1P1/1P1N2P1/R2Q1RK1 w - - 0 14,True,False,False,,,
"['crushing', 'endgame', 'short']",2310.0,r6R/pp3k1R/2p5/2P1q1r1/P2Q4/8/1P2Kp2/8 w - - 2 33,False,False,,,,
"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",694.0,r1k4r/pp2nppp/2n1q3/2QN2B1/8/8/PPP2PPP/1K3BNR b - - 3 14,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",1447.0,r4rk1/p1p2p1p/Q5bp/b7/3q4/2N3P1/PP1NPP1P/2RK3R b - - 1 19,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'queenRookEndgame']",1679.0,8/8/6pk/7p/5P2/5RKP/6R1/6q1 b - - 29 57,True,True,False,"['endgame', 'advantage', 'deflection', 'queenRookEndgame', 'short']",1321.5203857421875,False
"['crushing', 'kingsideAttack', 'long', 'middlegame']",2271.0,r2q1r1k/1b3p1p/p2p1bp1/2pN4/Pp2PQ1P/3P4/B1P5/1R3K1R w - - 0 24,True,False,False,,,
"['crushing', 'endgame', 'long', 'queenRookEndgame']",1508.0,5k2/5p2/8/8/1r6/5KP1/1r3P2/2Q5 b - - 1 54,True,False,True,,,
"['crushing', 'defensiveMove', 'endgame', 'skewer', 'veryLong']",1455.0,6R1/8/1pr2k1K/5p2/p4P1p/8/2p5/2B5 w - - 2 48,True,True,False,"['endgame', 'advantage', 'skewer', 'short']",1027.6988525390625,False
"['advantage', 'hangingPiece', 'long', 'middlegame']",1471.0,r1b1r1k1/p4p2/1p4p1/2p4p/P1P5/qNn1NQ2/5PPP/2R3K1 w - - 0 29,True,False,False,,,
"['advantage', 'long', 'middlegame']",1730.0,2rr2k1/pp3pbp/1q2p3/3p1p2/3n4/1PQNBP1P/P4PP1/2R2RK1 w - - 0 23,True,False,False,,,
"['crushing', 'endgame', 'exposedKing', 'long', 'rookEndgame', 'skewer']",1467.0,6k1/2R5/6K1/8/8/8/8/7r w - - 10 70,True,True,False,"['endgame', 'mateIn1', 'mate', 'rookEndgame', 'oneMove']",1051.98974609375,False
"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame', 'quietMove', 'zugzwang']",2527.0,8/8/8/pp1k2pp/6P1/PP2K2P/8/8 b - - 0 41,True,True,False,"['endgame', 'advantage', 'defensiveMove', 'zugzwang', 'pawnEndgame', 'short']",2087.671142578125,True
"['mate', 'mateIn2', 'middlegame', 'short']",1744.0,2kr4/ppp2p1p/7B/3p4/4nQ2/2P2N2/PP1NKP1P/7q b - - 2 19,True,False,False,,,
"['advantage', 'defensiveMove', 'long', 'master', 'middlegame']",2416.0,kb2q2r/1b2n2p/1Q6/5P2/5BP1/2R3K1/PPPr4/6R1 w - - 0 30,True,False,False,,,
"['crushing', 'endgame', 'long']",1778.0,6k1/1r2Qpp1/1q2p2p/3p4/1P6/7P/5PP1/2R3K1 w - - 8 31,True,False,False,,,
"['crushing', 'endgame', 'master', 'short']",1983.0,6k1/R4pp1/B2Np2p/8/4Pn2/P1P2P1P/5R1K/1r2r3 b - - 0 29,True,False,True,,,
"['crushing', 'hangingPiece', 'middlegame', 'quietMove', 'veryLong']",2671.0,rn3r2/1bp4k/2q3pp/8/1PB5/4P1PQ/P4P1P/3R1RK1 w - - 0 23,True,False,False,,,
"['bishopEndgame', 'crushing', 'endgame', 'short']",2507.0,8/8/6p1/3kPp1p/5P1P/bpB3P1/3K4/8 b - - 6 41,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",1679.0,2Q2r1k/6pq/p1p1p3/1p5r/5b2/2P1BP2/PPB3P1/4RRK1 b - - 0 32,True,False,True,,,
"['crushing', 'hangingPiece', 'middlegame', 'short']",1607.0,r4rk1/pp4pp/2nbppb1/q2p4/3P1P2/2PB1NPR/PPN1Q1P1/2K4R b - - 1 14,True,False,False,,,
"['bishopEndgame', 'crushing', 'endgame', 'short']",1271.0,8/p1B5/8/1P1k4/P2p2B1/3P3b/3b1K2/8 b - - 0 43,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",1907.0,3r4/3k1ppp/q1rp4/1p3b2/5P2/1N6/P3Q1PP/K1RR4 w - - 2 31,True,False,False,,,
"['crushing', 'middlegame', 'short']",1581.0,5r1k/6p1/3p1nq1/p1p1p2p/P1P1Pn1Q/2P1BP2/6PP/4RRK1 b - - 1 35,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",1066.21630859375,False
"['crushing', 'middlegame', 'short', 'xRayAttack']",989.0,r4rk1/R4ppn/Q2R1q1p/2p5/Ppb1P2P/5N2/1PB2KP1/8 b - - 0 28,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'promotion', 'rookEndgame', 'short']",1200.0,r7/ppp1P2p/6k1/5Rp1/2r5/7P/P5P1/5K2 w - - 1 31,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",659.0,r3k2r/ppp1n3/3q1pN1/8/3P4/2P5/P1PQBPPP/R4RK1 b kq - 0 16,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",768.3655395507812,True
"['attraction', 'doubleCheck', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",1945.0,5r1k/pp6/3p2qb/2p1p3/4P1BP/P1P3K1/P1b1Q2R/R1B5 b - - 1 30,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",1128.0,r4rk1/2p2pp1/3pbB1p/p6P/qp2PP2/6Q1/PPP3P1/1K1R1B1R b - - 0 19,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate']",842.0,rn1qkb1r/1p1bnppp/p3p3/1Np1P3/3p4/1P3N2/PBPP1PPP/R2QKB1R w KQkq - 2 8,True,True,False,"['opening', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",980.2850952148438,True
"['advantage', 'opening', 'short']",2636.0,r1br2k1/p1q1npbp/1p2p1p1/1Bp5/4Pn2/P1P2N2/1P2Q1PP/RNB2RK1 w - - 0 13,True,False,False,,,
"['advancedPawn', 'crushing', 'discoveredAttack', 'master', 'masterVsMaster', 'opening', 'pin', 'promotion', 'short']",1227.0,r1b1kbnr/2p1pppp/p1P5/1B6/3qP3/8/PP3PPP/RNB1K1NR w KQkq - 0 8,True,False,False,,,
['middlegame'],1557.0,4rrk1/1b1pqppp/p2b1n2/1pp3B1/4P3/2PQ4/PPBN1PPP/R4RK1 b - - 5 14,True,False,False,,,
"['advantage', 'long', 'middlegame']",2171.0,r1bnr1k1/pp1p1ppp/3P4/8/1P3P2/PQ3N2/4q1PP/R2R2K1 w - - 4 20,True,False,False,,,
"['advantage', 'capturingDefender', 'intermezzo', 'middlegame', 'short']",1271.0,1r1r2k1/p3bppp/2N5/4P3/2b2P2/3nB3/PP4PP/R2R2K1 b - - 0 21,True,False,False,,,
"['crushing', 'defensiveMove', 'endgame', 'long']",2780.0,8/1K3p1k/2R1rP2/1p3n2/1P6/P1P5/8/8 w - - 2 48,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",1261.0,8/7p/8/4R3/6B1/5PkP/r7/6K1 b - - 0 75,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",1133.16064453125,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",527.0,4B3/8/4R3/5Pk1/P3b2p/r5bP/8/6K1 b - - 4 55,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove', 'rookEndgame']",643.0,8/5p2/1R6/7p/5p1P/PP2k2K/6P1/2r5 b - - 2 42,True,True,False,"['endgame', 'mateIn1', 'mate', 'rookEndgame', 'oneMove']",1024.3524169921875,True
"['endgame', 'mate', 'mateIn2', 'short']",1356.0,6kr/6p1/1pbN3p/2q1PQ2/2pp1P2/8/2P2RPP/6K1 b - - 5 29,True,False,True,,,
"['advantage', 'deflection', 'discoveredAttack', 'long', 'master', 'middlegame']",1758.0,2r3k1/pp3pp1/2p1p1bp/2q1P3/2Pr4/4QB2/P2R1PPP/R5K1 w - - 4 23,True,False,True,,,
"['crushing', 'endgame', 'master', 'short']",2224.0,4r3/8/3qBQpk/p2P4/Pp2P2P/1P6/6K1/8 b - - 0 49,True,False,True,,,
"['crushing', 'deflection', 'endgame', 'interference', 'master', 'veryLong']",1149.0,7k/p1q2rp1/Q2R3p/8/2nP4/p3P1P1/5P1P/6K1 w - - 2 38,True,False,True,,,
"['advantage', 'hangingPiece', 'opening', 'short']",874.0,r1bqkbnr/ppp2p1p/3pP1p1/4n1N1/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 0 7,True,False,False,,,
"['advantage', 'endgame', 'hangingPiece', 'short']",1106.0,1r3k2/3R1ppp/8/1B6/1b3Pn1/8/PPP3PP/5BK1 b - - 0 22,True,False,False,,,
"['attraction', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",1641.0,k2r3r/pR6/8/3P4/B1QPp3/2P1q1P1/P5PP/5R1K b - - 0 32,True,True,False,"['middlegame', 'mateIn3', 'mate', 'attraction', 'sacrifice', 'long']",1326.0474853515625,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",843.0,1r3rk1/5p1p/1p4p1/5q2/4N2P/P1Q2P2/6P1/5R1K w - - 1 25,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1266.0,2Q5/ppb1kr1p/2p1p3/3p4/3P4/2P3qN/PP4B1/5R1K b - - 14 33,True,False,False,,,
"['advantage', 'fork', 'opening', 'short']",1408.0,r2qkb1r/ppp1pppp/5n2/8/3P1Bb1/4PP2/PPP1B1PP/R2QK1NR b KQkq - 0 8,True,False,False,,,
"['advantage', 'endgame', 'long', 'rookEndgame']",2087.0,7R/1P2kp2/5p2/1r3P1p/5K1P/3p4/8/8 w - - 0 45,True,False,False,,,
"['crushing', 'endgame', 'short']",1116.0,k1r5/pq6/4Pp1p/5P1P/4RBr1/1P2Q3/P7/1K6 b - - 0 41,True,True,False,"['endgame', 'advantage', 'deflection', 'short']",1548.4549560546875,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",861.0,1k2r2r/p1ppq1p1/Bp3pbp/P3b3/8/1NP1PQ1P/1P4P1/R4RK1 w - - 2 19,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",686.7904052734375,True
"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame']",2292.0,8/6p1/5p2/K3k3/8/PP6/8/8 w - - 0 77,True,True,False,"['endgame', 'advantage', 'quietMove', 'defensiveMove', 'pawnEndgame', 'long']",1712.46875,True
"['crushing', 'endgame', 'fork', 'short']",982.0,1R6/6pk/N1r2p1p/2P1n3/3B2n1/P5P1/7P/6K1 b - - 2 31,True,False,False,,,
"['hangingPiece', 'kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",833.0,r1b1nr1k/1pq2p1p/p1p3pQ/4p1b1/1PP1P3/2N3P1/P4PBP/3R1RK1 w - - 0 21,True,True,False,"['middlegame', 'mateIn1', 'mate', 'hangingPiece', 'kingsideAttack', 'oneMove']",1360.19775390625,True
"['endgame', 'kingsideAttack', 'mate', 'mateIn2', 'short']",952.0,4r1k1/1pp2p1p/p2p2pQ/6N1/3P2q1/2P5/PP2rPP1/R5K1 w - - 4 22,True,True,False,"['endgame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",1007.6005859375,True
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove', 'pin']",1512.0,r5k1/1b3ppp/1b1B3n/p3P3/7q/2NQ3P/PP4P1/3R1R1K b - - 0 23,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",1193.0,6kr/ppr1n1p1/4q2p/3p1B1Q/8/8/PbP2PPP/R5K1 w - - 0 22,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1002.6942749023438,False
"['advantage', 'kingsideAttack', 'long', 'middlegame', 'pin']",2063.0,r4rk1/1pp2ppp/p7/5qb1/8/2P4P/P1PBB3/R2QR1K1 b - - 1 28,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",1655.0,3r4/pp4k1/3P4/2N1pb2/4N3/5P2/PP1Q1KPq/8 w - - 1 36,True,False,False,,,
"['crushing', 'discoveredAttack', 'long', 'middlegame']",1141.0,3kr2r/1pq1b2p/pn2Q1p1/N1P1p1P1/1P5P/P2B4/8/2KR3R b - - 0 31,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'pin', 'short']",1365.31884765625,False
"['crushing', 'endgame', 'pawnEndgame', 'veryLong', 'zugzwang']",1421.0,8/8/5k2/5p1p/7P/4K1P1/8/8 w - - 0 63,True,True,False,"['endgame', 'advantage', 'zugzwang', 'pawnEndgame', 'veryLong']",1674.506103515625,True
"['discoveredAttack', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",1046.0,r4rk1/pppbqppp/2n4n/2b1P1N1/4NP2/P1P1P3/1PQ3PP/R2R2K1 w - - 15 18,True,True,False,"['middlegame', 'mateIn2', 'mate', 'sacrifice', 'discoveredAttack', 'kingsideAttack', 'short']",1282.3658447265625,True
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1082.0,r1bq1r1k/pp3B1p/2n2bp1/1Np2nNQ/P7/3P4/2P3PP/R4R1K w - - 0 19,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",1012.07861328125,True
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",1192.0,4Q3/pp1R2pk/2p4p/2b5/3q4/1P5P/P1P3P1/7K b - - 0 25,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",1159.403564453125,True
"['crushing', 'endgame', 'exposedKing', 'long', 'rookEndgame', 'skewer']",1286.0,8/5p2/4p1k1/6P1/5P2/r7/7R/3K4 b - - 1 35,True,True,False,"['endgame', 'crushing', 'exposedKing', 'skewer', 'rookEndgame', 'long']",1147.790283203125,True
"['crushing', 'fork', 'middlegame', 'short']",963.0,r1bq1rk1/pppp1pp1/4pP1B/3n4/5n2/3P1NQ1/PP3PPP/RN3RK1 b - - 0 14,True,False,False,,,
"['crushing', 'fork', 'hangingPiece', 'long', 'opening']",1963.0,r1b1k2r/ppq2ppp/5b2/3p4/2Bn4/P3BN2/1P1N1PPP/R1Q1K2R b KQkq - 1 13,True,False,False,,,
"['mate', 'mateIn2', 'opening', 'short']",1171.0,rnbqk2r/ppp1b1p1/4p2p/4N3/3Pp3/8/PP2QPPP/RNB1K2R w KQkq - 0 10,True,False,False,,,
"['advantage', 'endgame', 'master', 'short']",1661.0,6k1/1ppbrp2/r2p2pp/p6P/2PNP1P1/1P3P2/PK1R4/2R5 w - - 0 26,True,False,False,,,
"['advantage', 'defensiveMove', 'long', 'middlegame']",2455.0,r4rk1/pp3ppp/2n1pq2/1Q2n3/5B2/1PN3P1/P4P1P/3R1RK1 w - - 0 21,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",908.0,8/8/2b5/2B5/1PN1p3/4P3/2K3k1/5r2 w - - 5 45,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",917.0,2b2r1k/1p5n/4p2Q/1P1p4/p1P4n/P2B1P2/4Nq1P/R6K w - - 1 26,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",910.2008666992188,True
"['crushing', 'endgame', 'fork', 'short']",1010.0,4Rb2/8/1r3kp1/5p1p/5N1P/4PKP1/8/8 w - - 2 41,True,False,False,,,
"['advantage', 'endgame', 'fork', 'short']",1677.0,8/1pK3k1/p1b2np1/4N2p/5RP1/1P6/1PP3P1/8 b - - 1 30,True,True,False,"['endgame', 'advantage', 'fork', 'short']",1110.4263916015625,True
"['advantage', 'defensiveMove', 'endgame', 'short']",1601.0,8/pp1r2pk/2p1Qn2/8/3P1N2/5RK1/Pq4PP/8 b - - 5 28,True,False,True,,,
"['advantage', 'kingsideAttack', 'middlegame', 'veryLong']",1451.0,r3r1k1/pp4pp/1bpq2b1/3pR3/1P3BP1/2P4P/P2Q3K/4R3 w - - 6 29,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",1322.0,2rq1rk1/1p3pp1/1b5p/3pPb2/pp1nNPQ1/3P4/6PP/RRB2R1K w - - 0 26,True,False,False,,,
"['equality', 'hangingPiece', 'middlegame', 'short']",1875.0,3r2n1/q1pr3k/5N1p/1p2p3/pPb1P3/P1PR2Q1/5PPN/3R2K1 b - - 9 39,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'exposedKing', 'master', 'quietMove', 'rookEndgame', 'veryLong']",2689.0,2r5/8/p7/5Pk1/3p1pP1/3PpK2/1PP5/R7 b - - 1 36,True,False,False,,,
['endgame'],1240.0,6k1/p1p1b1p1/1p2P1Q1/6p1/3q3r/P5NP/6PK/1B6 w - - 5 35,True,False,True,,,
"['crushing', 'deflection', 'kingsideAttack', 'long', 'middlegame']",1036.0,5k1r/pp3pp1/3q4/2p4p/2BbP3/2Nn1P2/PPP3PP/3R1Q1K b - - 3 22,True,False,False,,,
"['advantage', 'endgame', 'master', 'rookEndgame', 'short']",1825.0,8/7R/3ppkp1/2pPp3/2P1P1P1/1r4PK/8/8 w - - 10 41,True,False,True,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",679.0,2krr3/ppp2ppp/2n2n2/8/5Q2/5P2/PBP5/R1K2B2 b - - 4 17,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",732.4063720703125,True
"['mate', 'mateIn1', 'middlegame', 'oneMove']",1176.0,7r/1ppb4/3p1k2/p2Pp1p1/2P1P3/5PK1/PPB2N2/1R3R1r b - - 6 29,True,False,True,,,
"['advantage', 'master', 'middlegame', 'short']",1720.0,1r4kb/4pp2/p2p1qp1/8/8/2nR4/PPP4R/1KB4Q w - - 5 34,True,False,False,,,
"['crushing', 'defensiveMove', 'deflection', 'endgame', 'long', 'rookEndgame']",1024.0,8/8/8/5kp1/1P2R3/r1PK4/8/8 b - - 1 48,True,False,False,,,
