target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match,main_line,best_move_matches
"['oneMove', 'opening', 'advantage', 'attraction']",2869.64208984375,r1bq1b1r/ppp1kBpp/8/4N3/1n2P3/8/PPP2PPP/R1BQK2R b KQ - 0 10,d8d1,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'kingsideAttack']",1490.8299560546875,r1b3k1/pp2r1bp/4p1p1/3N4/8/8/PP3PPP/3RR1K1 w - - 0 21,d5e7,True,False,False,,,,,
"['oneMove', 'endgame', 'rookEndgame', 'crushing', 'quietMove']",1543.9996337890625,8/8/8/5pp1/8/3K2k1/8/5R2 b - - 1 56,f5f4,True,False,True,,,,,
"['short', 'opening', 'advantage', 'underPromotion']",733.7850952148438,r2qk1nr/ppp2ppp/3b4/8/2BQ4/8/PP3PPP/RNB1K2R b KQkq - 0 10,d6b4,True,False,False,,,,,
"['oneMove', 'endgame', 'knightEndgame', 'advantage', 'pin']",2635.744384765625,4n3/8/K2p4/3P4/1KP2k2/8/8/8 w - - 0 55,c4c5,False,False,,,,,,
"['short', 'endgame', 'rookEndgame', 'advantage', 'equality']",3253.7587890625,8/8/8/1KP5/1P2k3/8/1r6/8 w - - 0 56,b5c4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'queensideAttack']",1555.790771484375,r1br2k1/ppp1qppp/8/8/4Q1n1/2N5/PPP2PPP/2KR1B1R b - - 2 12,d8d1,True,True,False,"['middlegame', 'crushing', 'queensideAttack', 'short']",1614.8563232421875,True,d8d1 c3d1 e7e4,True
"['long', 'opening', 'crushing', 'interference']",1565.52685546875,r1b1k1nr/pp3ppp/4n3/8/1q6/2N5/PP3PPP/R2QKB1R w KQkq - 0 11,f1b5,True,False,False,,,,,
"['short', 'endgame', 'rookEndgame', 'crushing', 'attackingF2F7']",2311.81494140625,8/8/8/5p2/2r2kP1/4R3/4K3/8 b - - 0 48,c4e4,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'capturingDefender']",2180.9462890625,r1bq1rk1/ppppnppp/2n5/b5N1/2B1P3/8/PB3PPP/RN1Q1RK1 w - - 5 10,g5f7,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'intermezzo']",1046.0194091796875,r3r1k1/pp3ppp/5b2/8/4N3/8/PP1q1PPP/R3R1K1 w - - 0 18,e4f6,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'mate', 'mateIn1', 'smotheredMate']",2628.810546875,8/7p/4KN1p/6kP/6n1/6P1/8/8 w - - 1 59,f6e4,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'deflection']",1490.874755859375,r3r1k1/pp3p1n/6pQ/6N1/8/8/Pq3PPP/5RK1 w - - 0 25,h6h7,True,True,False,"['middlegame', 'mateIn2', 'mate', 'short']",1037.3052978515625,False,h6h7 g8f8 h7f7,True
"['veryLong', 'endgame', 'rookEndgame', 'crushing', 'attraction']",2814.658203125,8/8/4k1p1/5p1p/r2R1K2/4PPP1/8/8 b - - 0 44,g6g5,True,False,True,,,,,
"['veryLong', 'middlegame', 'crushing', 'queensideAttack']",2733.07470703125,2kr3r/p1pq2b1/1p6/3p3p/3P4/2PQ4/PP3PPP/R3R1K1 w - - 0 22,d3a6,True,False,False,,,,,
"['short', 'opening', 'advantage', 'kingsideAttack']",1928.30419921875,r2q1rk1/pb2npp1/1pn1p3/6N1/3P4/8/PP1N1PPP/R2Q1RK1 w - - 2 13,d1h5,True,True,False,"['opening', 'advantage', 'kingsideAttack', 'short']",1543.8077392578125,True,d1h5 f8e8 h5f7,True
"['oneMove', 'middlegame', 'advantage', 'attraction']",3285.39208984375,r4b1r/pp1n2pp/2p3k1/8/4NP2/8/PPP3PP/3R1RK1 w - - 1 19,f4f5,True,False,False,,,,,
"['oneMove', 'opening', 'mate', 'mateIn5', 'bodenMate']",963.5184326171875,r1b1k2r/ppp2ppp/2n5/2Pp4/3P3b/2N2NP1/PP2P3/R1BQKB1R b KQkq - 0 10,h4g3,True,False,False,,,,,
"['short', 'endgame', 'pawnEndgame', 'advantage', 'sacrifice']",2013.6317138671875,8/6p1/3k3p/1p4PP/5P2/4K3/8/8 w - - 1 47,f4f5,True,False,False,,,,,
"['oneMove', 'endgame', 'bishopEndgame', 'advantage', 'zugzwang']",2439.662841796875,4b3/8/5K2/3k2P1/5P2/8/8/8 w - - 1 56,f4f5,True,False,False,,,,,
"['short', 'endgame', 'bishopEndgame', 'crushing', 'defensiveMove']",781.4542236328125,8/8/3kP3/5K2/8/8/2b5/8 w - - 0 58,f5f6,True,False,False,,,,,
"['long', 'endgame', 'rookEndgame', 'mate', 'mateIn1', 'smotheredMate']",526.09375,7k/p5pp/8/8/8/8/Pr3rPP/4R2K w - - 0 34,e1e8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'rookEndgame', 'short']",599.3812255859375,False,e1e8 f2f8 e8f8,True
"['veryLong', 'opening', 'crushing', 'capturingDefender']",1499.74462890625,r2q1rk1/ppp2ppp/2n5/2b3Bb/4B3/2P2N1P/P1P2PP1/R2QR1K1 b - - 1 14,h5f3,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'attraction']",1137.314697265625,r4rk1/pp3ppp/8/3N4/8/7b/PPP3B1/R4R1K b - - 1 18,h3g2,True,False,False,,,,,
"['long', 'opening', 'crushing', 'advancedPawn']",828.1180419921875,r2qk2r/pb1pbppp/1p3n2/3P4/8/6P1/PP3PBP/RNBQ1RK1 w kq - 1 12,d5d6,True,False,False,,,,,
"['long', 'endgame', 'bishopEndgame', 'advantage', 'fork']",3029.126953125,8/8/4bpkp/8/5PPP/6K1/8/8 w - - 1 38,f4f5,True,False,False,,,,,
"['short', 'opening', 'mate', 'mateIn1', 'anastasiaMate']",1381.0244140625,r1bq1rk1/ppp2ppp/8/3Q4/2B5/3P4/PPP1nPPK/RNB2R2 b - - 0 15,d8h4,True,True,False,"['opening', 'mateIn1', 'mate', 'anastasiaMate', 'oneMove']",890.0509033203125,True,d8h4,True
"['oneMove', 'middlegame', 'mate', 'mateIn1', 'doubleBishopMate']",1095.06298828125,2kr3r/B1pqbppp/1p1p2n1/8/8/3B4/PPPQ1PPP/2KR3R w - - 0 15,d3a6,True,True,False,"['middlegame', 'mateIn1', 'mate', 'doubleBishopMate', 'oneMove']",905.283447265625,True,d3a6,True
"['long', 'opening', 'advantage', 'quietMove']",2918.552978515625,r1bq1rk1/ppp2pp1/2n5/2b3N1/2Bp4/8/PPP3PP/R2Q1RK1 w - - 0 13,d1h5,True,False,False,,,,,
"['short', 'endgame', 'bishopEndgame', 'advantage', 'discoveredAttack']",2027.1705322265625,8/8/Bp6/4p3/2Pb4/3k1K2/8/8 w - - 0 48,c4c5,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'advancedPawn']",1572.4599609375,5rk1/q4rpp/8/8/8/p7/3RQBPP/2R3K1 b - - 0 32,f7f2,True,False,False,,,,,
"['short', 'endgame', 'queenEndgame', 'crushing', 'discoveredAttack']",1616.115234375,8/8/8/6Q1/5p2/7P/1k1q1PK1/8 b - - 2 60,f4f3,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'queenEndgame', 'short']",1375.584228515625,True,f4f3 g2f3 d2g5,True
"['veryLong', 'middlegame', 'crushing', 'xRayAttack']",334.20782470703125,2r3k1/2r1qppp/Q4n2/8/8/5N2/P4PPP/2R3K1 w - - 2 24,a6c8,True,False,False,,,,,
"['oneMove', 'endgame', 'bishopEndgame', 'advantage', 'equality']",2160.327392578125,8/8/8/p1p3k1/Pb6/1P1K4/8/8 w - - 0 49,b5c4,True,False,False,,,,,
"['veryLong', 'opening', 'crushing', 'intermezzo']",415.2738342285156,r3kb1r/pb3ppp/2n1p3/1q1pP3/B2n4/5N2/P4PPP/RNBQK2R w KQkq - 0 12,d1d4,True,False,False,,,,,
"['oneMove', 'endgame', 'pawnEndgame', 'advantage', 'clearance']",452.054443359375,6k1/8/8/6K1/1p4P1/2P5/P7/8 b - - 0 48,b4c3,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'advantage', 'capturingDefender']",1513.2540283203125,8/pp6/2pp4/1P1P3k/n2K4/8/8/8 w - - 0 43,d5c6,True,False,True,,,,,
"['veryLong', 'opening', 'crushing', 'queensideAttack']",2361.5732421875,rnb2rk1/pp3ppp/5B2/8/8/5N2/qPP1QPPP/2KR1B1R b - - 0 12,a2a1,True,False,False,,,,,
"['oneMove', 'endgame', 'queenEndgame', 'advantage', 'xRayAttack']",1127.978271484375,8/Q6p/6pk/8/6PK/2P1q2P/PP6/8 b - - 0 35,g6g5,True,False,False,,,,,
"['veryLong', 'opening', 'advantage', 'quietMove']",3136.80908203125,r1b1k1nr/pp3ppp/4p3/3p4/3n4/1N1B1N2/Pq3PPP/R2Q1RK1 w kq - 0 12,f3d4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'defensiveMove']",1765.4874267578125,r2qk2r/pp3pQp/4p3/3p4/8/2N5/PPn2PPP/R3K2R w KQkq - 0 15,e1f1,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'advancedPawn']",2343.82568359375,4r1k1/1Q1Nqrpp/8/8/8/4p3/6PP/1R1R2K1 b - - 0 31,e3e2,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'exposedKing']",1774.26220703125,r6r/pp2Q2p/6k1/5b2/8/8/PPP3qP/2KR3R w - - 1 22,d1d6,True,False,False,,,,,
"['short', 'opening', 'crushing', 'castling']",2044.4322509765625,r1bqkb1r/pp2pppp/5n2/4N3/2Bn4/2N5/PP3PPP/R1BQK2R w KQkq - 0 9,e1g1,True,False,False,,,,,
"['veryLong', 'endgame', 'bishopEndgame', 'advantage', 'enPassant']",2917.814697265625,8/4b3/4Pp2/5Pp1/1pK3P1/8/Pk6/8 w - g6 0 49,f5g6,True,False,False,,,,,
"['short', 'opening', 'crushing', 'attraction']",398.99871826171875,rn1qkbnr/pp2ppp1/2p4p/6N1/8/8/PPP2PPP/RNBQK2R w KQkq - 0 8,d1d8,True,True,False,"['opening', 'advantage', 'attraction', 'fork', 'long']",1330.1337890625,True,d1d8 e8d8 g5f7 d8e8 f7h8,True
"['long', 'endgame', 'queenEndgame', 'crushing', 'exposedKing']",1754.6859130859375,6Q1/8/8/7p/3q3P/8/2k4K/8 b - - 0 55,d4h4,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'attraction']",488.71771240234375,r1bqkb1r/ppp1pppp/8/8/4N3/8/PPP2PPP/R1BQKB1R b KQkq - 0 9,d8d1,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'underPromotion']",350.9998779296875,r3r1k1/p4p1p/2p3pq/3p4/6b1/5R2/P4Q2/5RK1 w - - 0 29,f3f7,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'clearance']",973.25146484375,5rk1/5ppp/2N1pn2/3p1b2/r2P4/2R1P3/5PPP/2R3K1 w - - 0 23,c6e7,True,False,True,,,,,
"['veryLong', 'endgame', 'knightEndgame', 'crushing', 'queensideAttack']",2988.19384765625,8/7p/4N3/5pPP/4pP1n/4K3/1k6/8 w - - 0 50,e6d4,True,False,True,,,,,
"['long', 'opening', 'crushing', 'hangingPiece']",1912.8740234375,r1bq1rk1/ppp2ppp/5n2/8/2B5/2N5/PPP2PPb/R1BQ1RK1 w - - 0 11,g1h2,True,False,False,,,,,
"['short', 'opening', 'crushing', 'queensideAttack']",3077.987548828125,r1b1r1k1/ppp1qpBp/8/8/1n2n3/5N2/PPP1QPPP/2KR1B1R b - - 0 12,b4a2,True,False,False,,,,,
"['short', 'opening', 'advantage', 'advancedPawn']",954.6986083984375,rnbqk2r/pp1pnpbp/3p2p1/4P3/8/8/PB3PPP/RN1QKBNR w KQkq - 0 8,e5d6,True,False,False,,,,,
"['short', 'middlegame', 'advantage', 'quietMove']",2080.148681640625,r3r1k1/pp3ppp/2p2q2/2Nn4/3QR3/8/PP3PPP/R5K1 w - - 1 19,a1e1,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'zugzwang']",534.578125,8/6b1/8/4P3/6k1/3rKN2/8/8 w - - 0 52,e3d3,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'pin']",735.8321533203125,r4rk1/ppp2ppp/8/3q4/4N3/8/PP3P1P/R1B2KR1 w - - 0 17,e4f6,True,True,False,"['middlegame', 'advantage', 'pin', 'short']",934.2388916015625,True,e4f6 g8h8 f6d5,True
"['oneMove', 'opening', 'crushing', 'sacrifice']",925.5340576171875,rnbqk1nr/ppp2ppp/8/8/8/5N2/PPP2bPP/RNBQKB1R w KQkq - 0 7,e1f2,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'interference']",1503.2587890625,r6r/ppk3pp/2q5/5bN1/3Q4/8/PP3PPP/3R2K1 w - - 1 22,d4e5,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'advancedPawn']",327.89837646484375,r1b1r1k1/pp3ppp/8/6N1/8/2P1p3/PP2Q1PP/R4RK1 b - - 0 18,e3e2,True,False,True,,,,,
"['long', 'endgame', 'queenEndgame', 'advantage', 'clearance']",340.1930847167969,7k/pp4p1/2p4p/8/2P5/7P/PP2pqP1/4Q1K1 w - - 0 31,e1f2,True,False,False,,,,,
"['long', 'middlegame', 'crushing', 'attackingF2F7']",2757.683837890625,r3kb1r/pp3ppp/4p3/1q2P3/8/4PQ2/PP4PP/R4RK1 w kq - 0 16,f3f7,True,False,False,,,,,
"['veryLong', 'opening', 'crushing', 'attraction']",2725.378173828125,r2qkb1r/ppp2ppp/4pn2/8/2B5/2N2Q2/PPn2PPP/R1B2RK1 w kq - 0 11,f3b7,True,False,False,,,,,
"['long', 'middlegame', 'advantage', 'fork']",2339.111328125,3r1rk1/pp3qpp/8/8/2NR2Q1/8/PP3PPP/R5K1 b - - 0 20,d8d4,True,False,False,,,,,
"['long', 'endgame', 'pawnEndgame', 'crushing', 'intermezzo']",1652.749755859375,8/8/4Kpk1/7p/5PP1/8/8/8 w - - 0 50,f4f5,True,False,False,,,,,
"['long', 'opening', 'advantage', 'xRayAttack']",693.9278564453125,2r1kb1r/pQ1npppp/4b3/q7/8/5N2/PP1PPPPP/R1B1KB1R b KQk - 2 11,c8c1,True,False,False,,,,,
"['long', 'opening', 'advantage', 'capturingDefender']",1686.579345703125,r2qkb1r/ppp2ppp/2nb4/6B1/6b1/2NP1N2/PPP2PPP/R2QK2R b KQkq - 2 9,g4f3,True,False,False,,,,,
"['short', 'opening', 'crushing', 'clearance']",819.1941528320312,rnb1k2r/pp3ppp/1q6/3QP3/1b6/2N5/PP3PPP/R1B1KB1R b KQkq - 0 10,b4c3,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'equality']",2471.18701171875,r1bqk2r/ppp1bppp/3p4/4n3/2B5/2P5/P4PPP/RNBQR1K1 w kq - 0 11,d1d5,True,False,False,,,,,
"['long', 'endgame', 'queenEndgame', 'crushing', 'skewer']",2006.2086181640625,2K5/Q7/7k/4q3/8/8/8/8 b - - 0 63,e5h8,True,False,True,,,,,
"['veryLong', 'endgame', 'rookEndgame', 'crushing', 'pin']",1865.027099609375,8/8/8/1r4k1/2RP1p2/3K4/8/8 w - - 0 47,c4c5,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'promotion']",2721.0322265625,2r3k1/Q4pp1/4b2p/8/4N3/8/Pqr2PPP/R3R1K1 b - - 0 25,c2c4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'advancedPawn']",3197.09619140625,3r1rk1/p4pb1/6P1/2q5/6QR/8/P5P1/5R1K w - - 1 32,g6f7,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'deflection']",2600.6904296875,r6r/pp3kpp/8/2bN4/8/6Q1/PPq3PP/R6K w - - 0 22,a1f1,True,False,False,,,,,
"['long', 'opening', 'advantage', 'attackingF2F7']",2474.906982421875,r1bqk2r/pp3ppp/2p5/2bBP3/4n3/5N2/PPPN1PPP/R1BQK2R b KQkq - 0 8,c5f2,True,False,False,,,,,
"['long', 'endgame', 'pawnEndgame', 'advantage', 'skewer']",1856.763916015625,8/8/8/K2k4/8/1P6/8/8 b - - 0 48,d5c5,True,False,False,,,,,
"['short', 'opening', 'advantage', 'quietMove']",467.1840515136719,rnbq1bnr/ppppk1pp/8/5Q2/8/8/PPPPNPPP/RNB1KB1R b KQ - 0 5,d7d6,True,False,False,,,,,
"['veryLong', 'opening', 'crushing', 'interference']",1330.6473388671875,r1bqkb1r/pp2pppp/8/3n4/8/5Q2/PP3PPP/RNB1KB1R w KQkq - 0 9,f1b5,True,True,False,"['opening', 'advantage', 'interference', 'short']",1218.07080078125,True,f1b5 c8d7 f3d5,True
"['short', 'middlegame', 'crushing', 'discoveredAttack']",3076.08642578125,3r1rk1/6pp/Q3p3/3n2q1/NP6/P7/5PPP/R4RK1 b - - 0 23,d5f4,True,False,False,,,,,
"['short', 'middlegame', 'advantage', 'castling']",874.3601684570312,r3kb1r/ppp2ppp/8/8/8/5Q2/PP1N1PPP/R1q1K2R w KQkq - 0 13,e1c1,True,False,False,,,,,
"['short', 'opening', 'crushing', 'defensiveMove']",2259.5419921875,r2qkb1r/pQ1b1ppp/5n2/8/8/3B4/PP3PPP/RNB1K2R b KQkq - 0 11,d7c6,True,False,True,,,,,
"['long', 'opening', 'crushing', 'exposedKing']",2135.68310546875,r1bqk2r/ppp2ppp/2p5/8/1b2P3/2N5/PPP3PP/R1BQKB1R b KQkq - 0 10,d8h4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'attraction']",2674.894287109375,4k2r/1b2bppp/p3p3/qp2N3/3P2Q1/4B3/5PPP/2R3K1 w k - 0 22,e5d7,True,False,False,,,,,
"['short', 'endgame', 'bishopEndgame', 'mate', 'mateIn4', 'dovetailMate']",1113.4322509765625,8/7P/8/8/3b4/6P1/2k1bPK1/6R1 b - - 0 53,e2f3,True,False,True,,,,,
"['long', 'opening', 'advantage', 'advancedPawn']",1036.3917236328125,r1bq1rk1/pp3ppp/5n2/2b5/3N4/3PB3/PPP1BPPP/R2Q1RK1 b - - 0 12,c5d4,True,True,False,"['opening', 'advantage', 'short']",1580.779541015625,False,c5d4 e3d4 d8d4,True
"['short', 'endgame', 'bishopEndgame', 'advantage', 'castling']",1452.5804443359375,6k1/5ppp/8/8/8/b1B5/1p3PPP/1b2K2R w K - 1 27,e1g1,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'xRayAttack']",2293.626953125,3r2k1/3r1ppp/8/3R4/q7/3Q4/1B3PPP/3R2K1 b - - 0 28,a4d1,True,False,False,,,,,
"['short', 'opening', 'advantage', 'queensideAttack']",1468.7872314453125,r1b1k2r/ppp2ppp/4p3/3q4/1n6/8/PPP2QPP/2KR1BNR b kq - 1 12,b4a2,True,False,False,,,,,
"['short', 'opening', 'crushing', 'castling']",2826.677001953125,r1bqk2r/ppp2ppp/2n5/3n4/2B5/2B2N2/PP3PPP/R2QK2R w KQkq - 0 11,e1c1,True,False,False,,,,,
"['veryLong', 'endgame', 'rookEndgame', 'mate', 'mateIn2', 'arabianMate']",2257.544921875,7K/1r6/5k2/7R/8/7R/6r1/8 b - - 0 56,g2g6,True,False,False,,,,,
"['long', 'opening', 'advantage', 'enPassant']",2022.48583984375,r1bq1rk1/ppppnppp/2n5/2b1P1N1/2B5/8/PB3PPP/RN1Q1RK1 w - - 1 11,d1h5,True,False,False,,,,,
"['veryLong', 'endgame', 'queenRookEndgame', 'crushing', 'underPromotion']",1815.6396484375,8/8/8/8/5p2/3K2R1/8/3k2q1 w - - 0 58,g3g1,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",903.2447509765625,False,g3g1,True
"['oneMove', 'endgame', 'knightEndgame', 'mate', 'mateIn3', 'smotheredMate']",302.3206481933594,8/8/8/6n1/8/6Pk/6Np/7K b - - 0 49,g5g3,True,False,False,,,,,
"['short', 'opening', 'crushing', 'capturingDefender']",1719.4866943359375,r2q1rk1/pp3pp1/2nb1n1p/3p2B1/3P2b1/2N2N1P/PP2BPP1/R2Q1RK1 b - - 0 11,g4f3,True,True,False,"['middlegame', 'advantage', 'short']",1847.36962890625,False,g4f3 g5f6 f3e2,True
"['veryLong', 'endgame', 'queenRookEndgame', 'crushing', 'equality']",869.8036499023438,7k/8/5r2/8/8/4QrK1/8/8 w - - 0 50,e3f3,True,False,False,,,,,
"['veryLong', 'opening', 'crushing', 'capturingDefender']",784.5322875976562,r2qr1k1/ppp1bppp/2n2B2/8/6b1/3P1NP1/PPP2PBP/RN1QR1K1 b - - 0 12,e7f6,True,False,False,,,,,
"['long', 'endgame', 'knightEndgame', 'advantage', 'pin']",3155.319580078125,8/8/8/p4nP1/k5K1/8/8/8 w - - 0 52,g5g6,True,False,False,,,,,
"['short', 'opening', 'advantage', 'pin']",858.2958984375,r1bqkb1r/pp1p1ppp/2n1p3/4P3/8/2Q2N2/PPP2PPP/R1B1KB1R b KQkq - 2 8,f8b4,True,True,False,"['opening', 'advantage', 'pin', 'short']",1083.504150390625,True,f8b4 c1d2 b4c3,True
"['long', 'endgame', 'rookEndgame', 'advantage', 'quietMove']",1971.7799072265625,8/8/8/4p3/8/K5kp/R7/8 b - - 1 56,e5e4,True,False,False,,,,,
"['short', 'endgame', 'queenEndgame', 'advantage', 'queensideAttack']",3006.9267578125,7k/7p/3p2p1/p1p5/Pp1qP1Q1/1P1P3P/1P4P1/1K6 b - - 0 31,d4d3,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'enPassant']",1975.0010986328125,r4rk1/pp4pp/3Nb3/4Pp2/7q/4Q3/P5PP/R4RK1 w - f6 0 22,e5f6,True,False,False,,,,,
"['veryLong', 'endgame', 'queenEndgame', 'advantage', 'equality']",2092.76123046875,6Q1/6p1/7p/4q2P/4k3/6P1/5P1K/8 b - - 0 52,e5h5,True,False,False,,,,,
"['oneMove', 'endgame', 'rookEndgame', 'advantage', 'advancedPawn']",684.7872314453125,2R5/8/8/3p4/3k4/3p3P/5PP1/6K1 b - - 0 46,d3d2,True,False,False,,,,,
"['short', 'opening', 'crushing', 'intermezzo']",1005.9234619140625,r3kbnr/ppp2ppp/2n5/8/3q4/5B2/PP3PPP/RNBQK2R w KQkq - 0 9,f3c6,True,True,False,"['opening', 'crushing', 'short']",1145.2994384765625,False,f3c6 b7c6 d1d4,True
"['short', 'endgame', 'pawnEndgame', 'advantage', 'exposedKing']",2666.86083984375,8/p5pp/5p2/3k4/1P3P2/P3K3/7P/8 b - - 0 37,g7g5,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'pin']",1674.267578125,r1b1kb1r/ppp2ppp/2n1pn2/qB6/3P4/2N2N2/PPP2PPP/R1BQK2R b KQkq - 2 7,f8b4,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'crushing', 'intermezzo']",2631.605712890625,8/8/8/5KP1/8/2k5/5n2/8 w - - 0 57,g5g6,True,True,False,"['endgame', 'advantage', 'advancedPawn', 'knightEndgame', 'short']",759.908203125,False,g5g6 c3d4 g6g7,True
"['long', 'endgame', 'queenRookEndgame', 'crushing', 'attackingF2F7']",1058.952392578125,8/4kp2/4p3/4P3/5K2/8/3r4/2Q5 w - - 0 47,c1c7,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'attackingF2F7']",3163.67822265625,r3k2r/ppp2ppp/8/4p3/2B1n2Q/8/P1q3PP/R4R1K w kq - 0 16,c4f7,True,False,False,,,,,
"['long', 'middlegame', 'crushing', 'deflection']",2221.08642578125,r1b4r/p4kpp/1qp5/3p4/4Q3/1B6/P4PPP/R4RK1 w - - 0 18,b3d5,True,False,False,,,,,
"['veryLong', 'middlegame', 'mate', 'mateIn3', 'backRankMate']",2816.5498046875,5r1k/1R4pp/8/8/3q4/1Q6/B1r2PPP/5RK1 b - - 0 25,c2f2,True,True,False,"['middlegame', 'mateIn4', 'mate', 'sacrifice', 'veryLong']",1584.495849609375,False,d4f2 f1f2 c2c1 b3d1 c1d1 f2f1 d1f1,False
"['veryLong', 'middlegame', 'crushing', 'defensiveMove']",2685.071044921875,r1b2r1k/6R1/4p1QP/3pP3/3q4/p7/3K1P2/2R5 w - - 0 32,d2e1,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'doubleCheck']",1319.437744140625,r1b1kbnr/pp2pppp/8/q2P4/1n1P4/5N2/PP3PPP/RNBQKB1R b KQkq - 0 7,b4c2,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'skewer']",553.9495849609375,r1bq1k2/pp3p2/4p1p1/4n3/8/2P4Q/P4PP1/R4RK1 w - - 0 21,h3h8,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",1072.5247802734375,False,h3h8 f8e7 h8e5,True
"['short', 'endgame', 'pawnEndgame', 'crushing', 'skewer']",1393.4246826171875,8/8/1k6/p7/2KP4/8/8/8 b - - 0 45,b6b5,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'defensiveMove']",2572.564453125,r4rk1/p4R1p/3Q2p1/8/4b3/6B1/P3q1PP/5RK1 b - - 0 28,f8f7,True,False,False,,,,,
