target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match,main_line,best_move_matches
"['veryLong', 'middlegame', 'mate', 'mateIn4', 'backRankMate']",1577.8011474609375,r1bq2k1/ppp2ppp/8/4r3/8/B2P1Q2/PPP3PP/5R1K w - - 2 21,f3f7,True,True,False,"['middlegame', 'mateIn3', 'mate', 'backRankMate', 'long']",779.9898681640625,False,f3f7 g8h8 f7f8 d8f8 f1f8,True
"['long', 'opening', 'crushing', 'trappedPiece']",1546.21435546875,2kr1bnr/ppp1pppp/2n3q1/7b/3P4/P1N1BN1P/1PP2PP1/R2QKB1R w KQ - 1 9,f1h3,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'advancedPawn']",1611.103759765625,r4rk1/2p2p2/p1bp2P1/7R/3qP3/1PpP3Q/1PP5/2KR3R w - - 0 25,g6f7,True,False,True,,,,,
"['veryLong', 'middlegame', 'mate', 'mateIn5', 'dovetailMate']",2371.607177734375,6R1/p5r1/b3pNkp/3pPr2/3P2p1/P3P2P/6QK/3q1q2 w - - 0 36,g2g4,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'zugzwang']",601.1421508789062,rnb1k2r/ppp1nppp/1q6/8/8/3PbN2/PPP1QKPP/RN3B1R w kq - 0 10,e2e3,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'advantage', 'clearance']",1132.554931640625,8/1N6/5p1p/3P2p1/2N1n1Kp/k7/n7/8 w - - 0 49,d5d6,False,False,,,,,,
"['short', 'opening', 'crushing', 'promotion']",1866.266357421875,rnb1k2r/pppp1ppp/4p3/5q2/1bPPnB1N/8/PPQNPPPP/R3KB1R b KQkq - 3 7,e4d2,True,False,False,,,,,
"['veryLong', 'middlegame', 'mate', 'mateIn5', 'dovetailMate']",2434.4892578125,2r3k1/Q4ppp/4b3/8/8/8/PBP2PPq/2RR1K2 b - - 1 22,e6c4,True,False,False,,,,,
"['short', 'endgame', 'queenEndgame', 'crushing', 'exposedKing']",876.0081176757812,2k5/p1q5/2P4Q/7p/P6p/8/6P1/7K w - - 1 46,h6f8,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'discoveredAttack']",564.884033203125,b1r2k2/2r3p1/p3p2p/1p1p1p2/1PnP4/P1RNP1P1/5P1P/1BR2K2 b - - 1 31,c4e3,True,False,False,,,,,
"['short', 'opening', 'advantage', 'quietMove']",1712.27587890625,r1b1qr1k/ppppbppN/1n2p3/4P3/3P4/2PB4/PP1N1PPP/RQ2K2R b KQ - 2 14,d7d5,True,False,False,,,,,
"['veryLong', 'endgame', 'knightEndgame', 'advantage', 'fork']",1110.517822265625,5N2/1p2k2p/1p1n2p1/1P1P4/3R4/nK6/6PP/8 b - - 1 35,d6f5,True,False,False,,,,,
"['short', 'opening', 'crushing', 'skewer']",1014.7841796875,r1bq1b2/pp2k1p1/2np2p1/2p5/2P5/3P4/PP2NPK1/RNB2B1Q w - - 2 16,h1h4,True,False,False,,,,,
"['long', 'endgame', 'rookEndgame', 'advantage', 'deflection']",2318.2236328125,8/R4R1p/6p1/P7/r3p3/2P1k3/2r2PKP/8 b - - 0 41,a4a2,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'promotion']",1781.547119140625,r3k2r/1p2q1pp/1p3p2/1Pp5/3nP1PB/P2P1B2/3n1P1P/1R1QRK2 w kq - 6 21,d1d2,True,False,False,,,,,
"['short', 'opening', 'advantage', 'trappedPiece']",2812.76611328125,r1bq1rk1/ppp3pp/1bn2p2/4p3/3P4/2P2NP1/P4PBP/1RBQR1K1 w - - 0 13,d1b3,True,False,False,,,,,
"['long', 'middlegame', 'mate', 'mateIn5', 'arabianMate']",2738.111083984375,r1b4r/1p4R1/2p5/p4p2/2nPNk1p/2P1R2P/5P2/3RK3 w - - 1 31,g7g6,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'hangingPiece']",3176.193115234375,r3k1nr/1b1p4/2q1pR1p/1p6/p2pP1nP/P2P4/BPPQN1PN/2K4R b kq - 0 22,g8f6,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'crushing', 'castling']",677.11962890625,2K1n3/p3kp2/1p1P2p1/7p/4N3/8/PP3PPP/8 b - - 9 40,e8d6,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'defensiveMove']",995.2843627929688,8/2b1r2k/p3r1pp/1p3p2/2qP4/P1P2Q1P/1P2R1P1/4R1K1 w - - 3 38,e2e6,True,False,False,,,,,
"['short', 'opening', 'advantage', 'intermezzo']",572.1771240234375,rnb1r1k1/ppp2ppp/4pB2/8/2P5/2b3P1/PP1Q1P1P/R3KBNR b KQ - 0 10,c3d2,True,False,False,,,,,
"['oneMove', 'endgame', 'queenRookEndgame', 'advantage', 'defensiveMove']",989.148193359375,7r/2r3pp/k7/p4p2/7P/6PK/5Q2/8 w - - 11 38,h3h2,True,False,False,,,,,
"['long', 'endgame', 'queenRookEndgame', 'crushing', 'queensideAttack']",3088.9892578125,7k/1r4Rp/5ppP/1rpP1P2/p2pP3/Q2P4/1P4P1/K7 w - - 0 40,g7b7,True,False,False,,,,,
"['short', 'endgame', 'bishopEndgame', 'advantage', 'xRayAttack']",2883.87158203125,2b5/7p/p1p1k1p1/BpPpPpP1/3K1P1P/P1P5/3bB3/8 w - - 9 43,a3a4,True,False,True,,,,,
"['oneMove', 'middlegame', 'mate', 'mateIn1', 'smotheredMate']",2556.356201171875,5rk1/6np/p6Q/3Pp1P1/2pnN3/1P6/PP4B1/KNr4R b - - 0 35,d4c2,True,False,False,,,,,
"['long', 'endgame', 'pawnEndgame', 'crushing', 'zugzwang']",1193.32177734375,8/3k1p2/1p6/1P2Pp2/2K2P2/8/8/8 w - - 6 52,c4d5,True,True,False,"['endgame', 'advantage', 'advancedPawn', 'zugzwang', 'pawnEndgame', 'long']",1466.0478515625,True,c4d5 d7c7 e5e6 f7f6 e6e7,True
"['short', 'endgame', 'rookEndgame', 'crushing', 'queensideAttack']",1334.0885009765625,1rk2r2/2p2p2/p1p5/P1P4p/1P2R1p1/6P1/5P1P/4R1K1 w - - 4 35,e4e8,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'fork']",1127.826904296875,2kr1b1r/ppq1p2p/2n3p1/1B1pNb2/3P2n1/2N5/PP3PPP/R1BQR2K b - - 3 14,g4f2,True,False,False,,,,,
"['oneMove', 'endgame', 'queenEndgame', 'advantage', 'underPromotion']",1996.0408935546875,8/1p1q1k2/p4p1p/2QPp1p1/PP2P1P1/3K3P/8/8 w - - 0 55,d5d6,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'pin']",2027.341552734375,rqb1k2r/1p1nb1pp/2n2p2/2pN4/5P2/3P4/PPP3PP/R1BQR1K1 w kq - 4 15,c1f4,True,False,False,,,,,
"['short', 'middlegame', 'advantage', 'enPassant']",2008.5048828125,1rb2rk1/p6p/4p3/2npPpp1/1p4Qb/1BqP1NN1/P1P2PPP/2BR2K1 w - f6 0 21,e5f6,True,False,False,,,,,
"['long', 'endgame', 'rookEndgame', 'crushing', 'advancedPawn']",1814.5626220703125,4k3/R7/p1P4p/1p3pp1/1P6/7P/r5P1/7K w - - 2 36,a7a8,True,True,False,"['endgame', 'advantage', 'advancedPawn', 'rookEndgame', 'short']",1768.5772705078125,True,a7a8 e8e7 c6c7,True
"['long', 'opening', 'advantage', 'doubleCheck']",1376.49755859375,1k1q1b1r/1bNn2p1/ppnBB3/2p5/4PP2/P2P1Q1P/1Pr5/2KR2R1 w - - 0 21,c1b1,True,False,True,,,,,
"['veryLong', 'opening', 'crushing', 'castling']",1046.62158203125,r1b1k1nr/1p1p1qQp/p1p1p3/8/2B1P3/8/PPP2bPP/RNB2R1K b kq - 3 10,f7g7,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'advancedPawn']",3013.845947265625,1r5k/8/8/p1p3N1/P1P4P/1r2qp2/2QR2P1/5RK1 b - - 3 47,b3b2,False,False,,,,,,
"['short', 'middlegame', 'crushing', 'zugzwang']",2625.34423828125,2b4r/5pk1/2pp1n2/8/3NPp1p/1B2Q2P/1qPB2PK/r4R2 w - - 0 26,e3f4,True,False,True,,,,,
"['short', 'middlegame', 'crushing', 'advancedPawn']",728.5916137695312,3r1b2/1b1k3n/p1pPp1Pq/1p2Pp2/8/3Q4/PPP2B2/2KR2R1 w - - 3 28,d3d2,True,False,False,,,,,
"['short', 'opening', 'crushing', 'clearance']",1096.933837890625,r3kbnr/pp3ppp/2n1p3/q7/3B4/5B2/PPPN1PPP/R2QK2R w KQkq - 0 10,f3c6,True,False,False,,,,,
"['oneMove', 'endgame', 'bishopEndgame', 'crushing', 'trappedPiece']",1791.9024658203125,3b4/5p2/pk2p1p1/2p1P1P1/2P1KP2/P7/2B5/8 w - - 17 46,b7d7,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'underPromotion']",2659.396484375,1k1r1bnr/ppp3pp/5p2/5Q2/6Pq/P1N1p3/1PPPNP1P/1RB1K2R b K - 0 15,f8g6,True,False,False,,,,,
"['long', 'endgame', 'bishopEndgame', 'advantage', 'hangingPiece']",2082.513671875,8/k4p2/2bp4/P4PP1/BpPK4/8/8/8 b - - 0 50,c6a4,True,False,False,,,,,
"['long', 'opening', 'advantage', 'intermezzo']",620.9761962890625,2kr1bnr/ppp1pppp/8/5q2/3n4/P7/1PB2PPP/RNBQK2R w KQ - 0 10,c2f5,True,False,False,,,,,
"['long', 'opening', 'crushing', 'sacrifice']",3127.519775390625,r2qrbk1/pb1n1ppp/1p6/2p1P3/3PN3/2P3P1/6BP/R1BQ1RK1 w - - 0 18,e4d6,True,False,False,,,,,
"['veryLong', 'endgame', 'pawnEndgame', 'crushing', 'doubleCheck']",2021.774169921875,8/8/p3kP2/1pppP1K1/4p3/P1P1P3/2P5/8 b - - 3 38,d5d4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'discoveredAttack']",1636.8948974609375,2r1r1k1/1p3ppp/3p1b2/3B4/P7/2n2NQP/2P3PK/5R2 b - - 0 27,c3d5,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'attraction']",2872.171630859375,r1b1kb1r/pp1n1Npp/5n2/8/4Pp1q/1QP5/PP2K1PP/RNB4R b kq - 0 12,d4e5,True,False,False,,,,,
"['veryLong', 'opening', 'advantage', 'queensideAttack']",811.847900390625,2kr1b1r/ppp3pp/2nqbp1n/3Bp3/4P3/1QP5/PPP2PPP/RNBR2K1 w - - 1 12,d5e6,True,False,False,,,,,
"['short', 'endgame', 'pawnEndgame', 'crushing', 'equality']",1322.945556640625,8/8/1p6/p2p1k2/P2P1P2/1P4K1/8/8 b - - 0 46,f5e4,True,False,False,,,,,
"['oneMove', 'middlegame', 'advantage', 'castling']",3249.814453125,r1k2b1r/1b4p1/pQ1pp2p/6q1/3PP1P1/1PN3P1/P1P5/R3K2R w KQ - 5 20,e1c1,True,False,False,,,,,
"['short', 'opening', 'crushing', 'promotion']",1243.8115234375,3rk1nr/pp1b2p1/1q2p3/3p4/1b6/2N2N2/P2BQP1P/R2pKB1R b KQk - 1 17,b4c3,False,False,,,,,,
"['short', 'endgame', 'bishopEndgame', 'advantage', 'deflection']",418.2033386230469,8/5ppp/8/2k1P3/1pBp1PP1/b2K2P1/P6P/8 b - - 4 45,b4b3,True,False,False,,,,,
"['veryLong', 'opening', 'mate', 'mateIn5', 'hookMate']",2541.642333984375,rn1q2nr/ppp1b1pp/3pb3/8/4kP2/2P5/PP1P2PP/RNBQ1RK1 w - - 0 15,d2d3,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'attraction']",3155.5517578125,r3k2r/pp2P1p1/3p4/3P3b/3p2Qp/2PQ2nP/Pq3PPK/R3R3 w kq - 1 22,d3f4,True,False,False,,,,,
"['veryLong', 'endgame', 'rookEndgame', 'advantage', 'promotion']",942.9696655273438,8/8/3P2k1/pp4pR/4PpK1/2P2P2/PP5r/8 b - - 0 49,h2h5,True,False,False,,,,,
"['short', 'opening', 'mate', 'mateIn5', 'anastasiaMate']",1814.8243408203125,r1b1nr1k/pp1np1b1/1qp1N1p1/6N1/6p1/1P6/1BPPBP2/1KNR4 w - - 0 21,d1h1,True,False,True,,,,,
"['long', 'opening', 'advantage', 'clearance']",2150.107421875,r3kb1r/pp1n1pp1/4p2p/1B1p1b2/3P4/6N1/PPq2PPP/R1BQR1K1 w kq - 0 12,d1c2,True,False,False,,,,,
"['oneMove', 'middlegame', 'crushing', 'intermezzo']",1861.580322265625,4r1k1/1p4pp/1q1p4/3Pp1B1/p3Q1P1/Pn3N2/1P4PK/2r5 w - - 0 29,e4a4,True,False,False,,,,,
"['short', 'endgame', 'knightEndgame', 'advantage', 'xRayAttack']",2826.79541015625,8/3nkpp1/ppK4p/3P1PN1/1P6/8/5P2/8 w - - 3 41,d5d6,True,False,False,,,,,
"['short', 'endgame', 'queenEndgame', 'mate', 'mateIn3', 'arabianMate']",1860.965576171875,8/1p5p/k1p3q1/PpPppp1p/1P3p2/3P4/5PQ1/5K2 w - - 8 42,g2a2,False,False,,,,,,
"['short', 'opening', 'mate', 'mateIn3', 'backRankMate']",474.94921875,r1bqr1k1/ppp2ppp/2np1b2/1B6/3P4/5N2/PPP1QPPP/RN2R1K1 w - - 0 11,e2e8,True,True,False,"['opening', 'mateIn2', 'mate', 'backRankMate', 'short']",746.5457763671875,False,e2e8 d8e8 e1e8,True
"['oneMove', 'opening', 'crushing', 'hangingPiece']",2363.893798828125,r1b2rk1/1p1p1ppp/1qp2n2/p7/2N1P3/2PQ4/PP3PPb/RNB1R1K1 w - - 0 13,g1h2,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'interference']",2140.334716796875,r6r/pp3pp1/3k3p/1BpP1P1b/8/8/P1KB2PP/bN2R1K1 w - - 0 21,d2f4,False,False,,,,,,
"['short', 'middlegame', 'mate', 'mateIn5', 'smotheredMate']",2692.17529296875,1r6/8/p2B3k/2pP4/2RbN1n1/P7/6PP/1Q5K b - - 0 35,b8b1,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'equality']",1598.251708984375,rn2k1nr/pbqp1pp1/1p2p2p/4P3/1bBP4/2N5/P1P1NPPP/R1BQ1RK1 b kq - 2 9,b4c3,True,False,False,,,,,
"['veryLong', 'endgame', 'bishopEndgame', 'advantage', 'enPassant']",3127.96337890625,8/8/1b1pBp2/pPpPkP2/Pp4K1/1P6/8/8 w - a6 0 51,e5a6,True,False,False,,,,,
"['long', 'middlegame', 'advantage', 'equality']",1442.5611572265625,rn3rk1/pp3N1p/5R2/3P4/4Q3/8/1q3PPP/2R3K1 b - - 0 23,f8f7,True,True,False,"['middlegame', 'mateIn2', 'mate', 'hangingPiece', 'short']",1053.86865234375,False,b2c1 e4e1 c1e1,False
"['long', 'middlegame', 'crushing', 'advancedPawn']",2485.09912109375,5r1k/pb4qp/1p1b1Np1/2nP2QP/P2p4/1P4P1/1BP1r3/2R2R1K w - - 0 30,h5g6,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'interference']",458.93536376953125,3r2k1/pbpqrpp1/8/8/2B2Q2/PP2P3/2PNKP1P/R5R1 b - - 0 19,d7d2,True,False,False,,,,,
"['short', 'endgame', 'bishopEndgame', 'advantage', 'enPassant']",2390.764404296875,8/p2k4/p5p1/P1PPKpPp/2P4P/8/2b5/8 w - h6 0 52,g5h6,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'deflection']",3212.18798828125,r2r2k1/pq1n1ppp/1p6/3p3P/3p1BQ1/4P3/PP3PP1/R3K2R w KQ - 0 19,h5h6,True,False,False,,,,,
"['oneMove', 'opening', 'crushing', 'quietMove']",1028.928955078125,r2q1rk1/pbp1b1pp/2p1pn2/4Np2/1PPp4/P2P2P1/1B2PP1P/RN1QR1K1 b - - 3 12,c6c5,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'quietMove']",2247.25048828125,r3k2r/6pp/pQb1pp2/3q4/1B1P4/4PPP1/6P1/R3K2R w KQkq - 2 21,a1c1,True,False,False,,,,,
"['short', 'middlegame', 'advantage', 'promotion']",2557.81396484375,r4rk1/2R2pp1/3Bp2p/3n4/3PB2q/4Q3/5PPP/5RK1 b - - 1 24,h4e4,True,False,False,,,,,
"['oneMove', 'endgame', 'pawnEndgame', 'advantage', 'interference']",643.302001953125,8/5p2/4p1p1/4K3/1pk5/8/1P3PPP/8 b - - 1 36,c4b3,True,False,False,,,,,
"['oneMove', 'middlegame', 'mate', 'mateIn3', 'anastasiaMate']",1235.739501953125,4nrk1/2p2pp1/8/r1pNp1Q1/2PqP3/1P1P1P2/1RB5/2K5 w - - 1 28,d5e7,True,True,False,"['middlegame', 'mateIn2', 'mate', 'anastasiaMate', 'kingsideAttack', 'short']",1362.02685546875,False,d5e7 g8h7 g5h5,True
"['veryLong', 'opening', 'crushing', 'quietMove']",1921.2265625,2kr1b1r/ppp2p1p/2n1pn2/1B1b4/5q2/1PP2N2/PB1N1PPP/R2Q1RK1 b - - 1 14,h8g8,True,False,False,,,,,
"['veryLong', 'endgame', 'bishopEndgame', 'advantage', 'xRayAttack']",3088.7861328125,8/8/p4pK1/P3p1p1/2k1Pb2/5P1P/8/4B3 w - - 1 54,e1f2,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'attackingF2F7']",3176.5478515625,r3k2r/pp3ppp/2n1p3/3p4/1q3Q2/1P2BN1P/P4PP1/2R3K1 w kq - 2 18,f3e5,True,False,False,,,,,
"['long', 'middlegame', 'advantage', 'advancedPawn']",1030.491943359375,r1r2bk1/2P2pp1/1P2p2p/pb6/1q6/7P/2Q2PP1/1R3RK1 w - - 3 35,b1b4,True,False,False,,,,,
"['short', 'opening', 'crushing', 'interference']",772.177490234375,rn1qkb1r/pp2p1pp/2p5/3n1bp1/3P4/2N5/PPP1BPPP/R2QK1NR w KQkq - 0 8,e2h5,True,False,True,,,,,
"['short', 'middlegame', 'crushing', 'doubleCheck']",3265.19287109375,8/pB4pk/3p1rNp/5Pq1/P2p4/3Qb1Pb/1P6/R4R1K b - - 0 28,h3g4,True,False,True,,,,,
"['oneMove', 'opening', 'crushing', 'discoveredAttack']",2665.869140625,rnb2r1k/pppq2pP/4p3/6b1/3B1n2/P1N2Q2/1PP2P2/2KR2NR w - - 2 18,f3g3,True,False,False,,,,,
"['long', 'opening', 'advantage', 'interference']",451.2054138183594,2k2bnr/ppp2q1p/3r4/8/3PNp2/N1P2N1P/PP3PP1/R1BQ1K1R b - - 0 21,f1d1,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'deflection']",2036.0361328125,Q3nb1r/p3p3/6pp/1B3k2/8/5P2/P4P1q/3KR3 w - - 0 29,b5e8,True,False,False,,,,,
"['long', 'middlegame', 'crushing', 'pin']",1930.33349609375,5rk1/p5b1/2pp3Q/2p1p3/4p3/1P1P1q2/PBP2P2/2KR2r1 w - - 0 20,d1g1,True,False,False,,,,,
"['short', 'opening', 'advantage', 'fork']",1235.244140625,r1b1k1nr/ppp2ppp/3p4/b7/3PqP2/4BN2/P3K1PP/1R1Q1B1R w kq - 2 12,d1a4,True,False,False,,,,,
"['short', 'endgame', 'queenRookEndgame', 'advantage', 'quietMove']",1548.118408203125,1r6/p3r2p/6k1/2P2pp1/1P1P4/8/5PPP/3Q2K1 b - - 0 36,b8e8,True,False,True,,,,,
"['oneMove', 'opening', 'advantage', 'capturingDefender']",2251.51318359375,r1b1k2r/ppppnppp/7p/2b1qN2/4P3/2NB3P/PPP2PP1/R1BQ1RK1 b kq - 2 10,e7f5,True,False,False,,,,,
"['oneMove', 'middlegame', 'mate', 'mateIn1', 'arabianMate']",1572.115234375,7k/1R5p/5Np1/1rpPb3/2R5/3P4/r4PP1/1q2NK2 w - - 0 37,b7h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'arabianMate', 'oneMove']",1019.2294921875,True,b7h7,True
"['veryLong', 'opening', 'advantage', 'kingsideAttack']",3249.354736328125,r1bq2k1/ppqn2b1/4p1pp/8/2BpN3/2P4P/PP4P1/R1B2QK1 w - - 0 18,c1h6,True,False,True,,,,,
"['veryLong', 'endgame', 'pawnEndgame', 'advantage', 'queensideAttack']",2546.630859375,5k2/5Pp1/1p2p2p/p1p1K2P/2Pp2P1/1P6/P1P5/8 w - - 1 38,e5d6,True,False,False,,,,,
"['veryLong', 'opening', 'crushing', 'clearance']",3298.360595703125,r1bq1rk1/pp1p1ppp/5Pn1/2b5/2Bp1R2/3P4/PPP3PP/RNBQ3K w - - 1 12,f4e4,True,False,False,,,,,
"['veryLong', 'middlegame', 'advantage', 'fork']",700.0924072265625,2k4r/1b3q2/1p6/n1p1p3/1RP1N1p1/P2P1pP1/5P2/4R1K1 w - - 0 36,e4d6,True,False,False,,,,,
"['long', 'endgame', 'knightEndgame', 'advantage', 'sacrifice']",2038.3975830078125,8/7p/3k1pp1/3P1p2/p4K2/2N4P/Pn3PP1/8 w - - 0 38,c3b5,True,False,False,,,,,
"['long', 'opening', 'crushing', 'trappedPiece']",968.199951171875,rn2kb1r/1b1p1ppp/p3p3/1p2P3/1P6/3B1NPq/P1P2P1P/R1BQ1RK1 w kq - 2 17,c1g5,True,False,False,,,,,
"['long', 'middlegame', 'mate', 'mateIn1', 'dovetailMate']",2727.638671875,1r3r2/p7/6R1/q2kp3/3b4/7b/PP1N4/2Q1K3 w - - 2 31,c1c4,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1269.031982421875,False,c1c6,False
"['short', 'endgame', 'bishopEndgame', 'advantage', 'zugzwang']",2247.1044921875,4b1B1/8/3k1pp1/1p2p3/1Kp1P1PP/2P2P2/8/8 w - - 0 36,g4h5,True,False,False,,,,,
"['veryLong', 'endgame', 'bishopEndgame', 'mate', 'mateIn3', 'doubleBishopMate']",2612.513427734375,8/1pk3p1/8/Pp1Kp3/4B3/2B2P2/2P1b2b/8 w - - 0 38,c3e1,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'sacrifice']",2892.810302734375,r1bqk1nN/1pp4p/p1p3pB/2b5/4p3/3P4/PPP1nPPP/RN1Q1RK1 b q - 1 9,c5f2,False,False,,,,,,
"['oneMove', 'opening', 'mate', 'mateIn2', 'bodenMate']",2156.074462890625,r1b2b1r/pppnk1pp/1n3q2/8/3Pp3/1BN1Q3/PPP2PPP/R1B2RK1 w - - 6 13,c3e4,True,False,False,,,,,
"['long', 'opening', 'crushing', 'defensiveMove']",871.4671630859375,r1bk1bnr/ppp2Bpp/4p3/3Q4/8/P2R4/1P1PPP1P/RNB1K1Nq b Q - 1 12,d8e7,True,False,False,,,,,
"['short', 'middlegame', 'crushing', 'fork']",2104.76806640625,1Nbr4/p3kpp1/1pP2p1p/1P2q3/Q1B5/2b1P3/4KPPP/7R w - - 6 27,a4a3,True,False,False,,,,,
"['veryLong', 'middlegame', 'crushing', 'intermezzo']",1508.552001953125,r1r5/1p2kppp/p1n1b3/3np3/2B5/P1B1P3/1P1N1PPP/R2R2K1 b - - 0 17,d5c3,True,False,False,,,,,
"['oneMove', 'opening', 'advantage', 'equality']",2545.666015625,r1bqk2r/p4pp1/2pb1n1p/nN1B4/4P3/5N2/PPP2PPP/R1BQK2R b KQkq - 0 11,c6b5,True,False,False,,,,,
"['long', 'endgame', 'bishopEndgame', 'crushing', 'equality']",994.5009765625,8/8/4p3/2pb1p2/2B1kP2/2K5/8/8 w - - 0 53,c4d5,True,False,True,,,,,
