target_themes,target_rating,fen,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match
"['endgame', 'long', 'mate', 'mateIn3', 'rookEndgame']",-128.0,7k/5p1p/p2rrPp1/8/8/1P4KP/1P4P1/2R5 w - - 3 33,True,True,False,"['endgame', 'mateIn3', 'mate', 'rookEndgame', 'long']",580.6480102539062,True
"['backRankMate', 'endgame', 'long', 'mate', 'mateIn3', 'sacrifice']",55.0,7k/6pp/8/5pP1/p1P2P2/n6P/P3rr2/1NKR4 w - - 0 34,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",615.4593505859375,False
"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']",-44.0,3k4/r4pp1/3q3p/2pp4/P2b4/5Q2/KPB5/5R2 w - - 2 39,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",66.0,2r1q2k/2p3pp/p2p1p2/1p3Q2/3B1P2/8/PPB3PP/2K1R1n1 b - - 0 29,True,False,False,,,
"['advantage', 'fork', 'opening', 'short']",108.0,rn1qr1k1/pp3ppp/2p2n2/3p1b2/8/5N2/PPP1QPPP/RNB1R1K1 w - - 4 12,True,False,False,,,
"['advantage', 'middlegame', 'short']",-89.0,1r3k2/p4ppp/1r6/R1R2b2/3B2P1/5B2/4RP1P/6K1 b - - 0 27,True,False,True,,,
"['advantage', 'capturingDefender', 'long', 'middlegame']",-123.0,3k4/P4pr1/5n1p/3PpP2/q2b3r/6P1/6K1/R4RN1 w - - 1 36,True,False,False,,,
"['advantage', 'middlegame', 'short']",-15.0,rk2r3/1pp2p2/p4n1p/3b1B2/3n4/P7/1PP1R1PP/4R1K1 w - - 0 24,True,False,False,,,
"['advancedPawn', 'crushing', 'discoveredAttack', 'endgame', 'long', 'sacrifice']",50.0,8/1b3k2/2r1pP2/3p4/4p1P1/pP2K3/P2R4/2R5 b - - 2 42,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",54.0,r1b2rk1/pp3pp1/2p2p1p/3pbN2/6Q1/4P1P1/q2N1P1P/2RR2K1 w - - 4 19,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",987.6064453125,True
"['advantage', 'discoveredAttack', 'opening', 'short']",108.0,r1b1k2r/1p1qbppp/p3pn2/2P5/QP2p3/P5P1/3N1P1P/R1B1K1NR w KQkq - 2 13,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",77.0,8/1rk5/3b4/2p1p2p/Q3P3/8/2PR1PPP/6K1 b - - 0 33,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",622.2067260742188,True
"['advantage', 'middlegame', 'pin', 'short']",-35.0,rb4k1/1p3p1p/p1p5/3b4/1P1P4/P5qB/1B3Qp1/R2N1K2 w - - 0 37,True,False,False,,,
"['attraction', 'crushing', 'long', 'middlegame']",-66.0,2rk4/1Pp2r2/5n1p/p7/B4p2/qPbPR3/2K1Q1PP/8 w - - 0 36,True,True,False,"['middlegame', 'mateIn2', 'mate', 'sacrifice', 'short']",1232.2196044921875,False
"['crushing', 'exposedKing', 'master', 'masterVsMaster', 'middlegame', 'veryLong']",-93.0,1k6/1prr1p1b/5Q2/1N2p3/P1Pp4/1p6/1B1R1P2/2K5 b - - 3 33,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",124.0,6kb/p3rp1p/b3p1pB/8/n4P2/P2R4/KP3PPP/7R w - - 0 27,True,False,False,,,
['endgame'],23.0,4n1k1/6pr/1p4K1/p1p1R1PP/3p3r/8/P7/8 w - - 0 47,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",616.0263061523438,True
"['endgame', 'mate', 'mateIn1', 'oneMove']",-63.0,5rk1/1p4p1/p2pp2p/6q1/2n1PR2/P6P/1P3QP1/3N3K w - - 2 30,True,False,False,,,
"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']",-65.0,6k1/2p2ppp/1b2r2n/8/8/P1N4K/1P3r1P/3R3R w - - 4 21,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'short']",564.2754516601562,True
"['backRankMate', 'hangingPiece', 'mate', 'mateIn2', 'middlegame', 'short']",-110.0,3k4/2br1p2/4r3/p1B4p/6p1/3R4/2Q2PPP/3RB1K1 b - - 5 47,True,False,True,,,
"['master', 'mate', 'mateIn2', 'middlegame', 'short']",-72.0,r5k1/pp4pp/4P3/3npp1b/8/r2P3P/2R3PN/2R3K1 w - - 0 27,True,True,False,"['middlegame', 'advantage', 'pin', 'short']",1202.262939453125,False
"['advantage', 'master', 'middlegame', 'short']",86.0,rnr5/1b2q1k1/p6p/1p3p2/2B5/1PP3P1/4RP1P/4R1K1 w - - 0 26,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",-34.0,4r1k1/5p1p/p1r2Pp1/P2b4/8/5PK1/2p3PP/4R3 w - - 0 32,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",630.9042358398438,True
"['advantage', 'middlegame', 'short']",-40.0,6k1/pp4np/6p1/1Pb1p1P1/3pP3/P2r3P/2Nq1QK1/5R2 w - - 0 34,True,False,True,,,
"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",-73.0,r1b3k1/ppp2p1p/2n2rpP/8/4p3/6B1/qPPQ1P1P/1NKR3R w - - 0 18,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-80.0,4q3/2B1rk2/p4p2/1p6/1PnP1Q2/2P2PQ1/4PP2/R3K3 b Q - 0 25,True,False,False,,,
"['crushing', 'endgame', 'short']",-70.0,7k/3r1P1r/1p5p/bPp1p1p1/2P1P3/8/P5PP/3R2K1 w - - 0 33,True,False,False,,,
"['advantage', 'attackingF2F7', 'discoveredAttack', 'middlegame', 'short']",77.0,r3q1k1/pbp2rpn/2pp2Qp/8/2P1P3/3B4/PP3P1P/RN3RNK b - - 3 16,True,False,False,,,
"['crushing', 'defensiveMove', 'middlegame', 'pin', 'short']",-110.0,5r2/R4P2/Q1kb4/4p2r/3p4/P1P3Pp/1P1BRP2/1q2N2K b - - 5 37,True,False,False,,,
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']",-84.0,8/pN4k1/2p4p/8/8/2Pr4/1P2RPPP/6K1 b - - 0 26,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",482.29736328125,True
"['backRankMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",-112.0,2r3k1/pR1R1p2/2r4p/4P1p1/P4P2/8/6PP/7K b - - 4 32,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'rookEndgame', 'short']",533.80078125,True
"['backRankMate', 'master', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",54.0,r5k1/1pp2ppp/p1np1qb1/8/2P5/2P2N1P/1P1BQPP1/4R1K1 w - - 0 24,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'sacrifice', 'short']",613.3408203125,True
"['hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",58.0,2Q1n1k1/2p1Brpp/1p1p4/2r5/4P1q1/8/P4P1P/R6K w - - 6 26,True,True,False,"['middlegame', 'mateIn2', 'mate', 'hangingPiece', 'short']",916.36572265625,True
"['advancedPawn', 'advantage', 'fork', 'long', 'middlegame']",33.0,6k1/5ppp/prr5/1b2PP2/3P2P1/RpPp4/3R3P/1KQN4 b - - 0 33,True,False,True,,,
"['crushing', 'fork', 'middlegame', 'short']",14.0,2b1r1k1/p6p/np3qp1/2p5/2Pp2P1/1P1P4/P1B1Q2N/4R1K1 w - - 1 32,True,False,False,,,
"['crushing', 'endgame', 'fork', 'master', 'short', 'skewer']",-100.0,8/1p1r1k2/p1b5/7p/7P/6P1/PP6/Q2R2K1 b - - 0 42,True,False,True,,,
"['crushing', 'endgame', 'pawnEndgame', 'short']",-82.0,8/pk6/1p1p4/1P6/2p5/2P5/KP6/8 w - - 0 48,True,False,False,,,
"['crushing', 'fork', 'middlegame', 'short']",118.0,1q1qr1k1/2p2ppp/1pn2q2/1p1p4/1P1P4/2P1QP2/P5PP/RN2R1K1 w - - 0 20,True,False,False,,,
"['advantage', 'endgame', 'kingsideAttack', 'master', 'short']",-109.0,8/p4pkp/1p1rbnp1/2p5/2P5/1P2PNP1/P3RPBP/6K1 b - - 1 25,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'short']",-24.0,7k/6pp/1p1R1pn1/p1p5/4p3/1PP3PP/4rP2/1K6 w - - 1 29,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",515.1334838867188,True
"['advantage', 'endgame', 'master', 'short']",114.0,1rnr1k2/1p3pp1/p6p/2p5/2P2P2/8/PP1R2PP/3R1BK1 w - - 3 26,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",62.0,4r1k1/1pqn2pp/5p2/pp1p4/3P4/4Q2P/PP4B1/3R2K1 w - - 0 31,True,False,False,,,
"['mate', 'mateIn1', 'oneMove', 'opening']",15.0,r1b3kr/pppp1ppp/1b1P1q2/n7/8/B4N2/P3QPPP/RN3RK1 w - - 1 15,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'long', 'rookEndgame']",56.0,5k2/8/8/2K2r2/6Pp/8/5R2/8 b - - 0 61,False,False,,,,
"['blindSwineMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",109.0,3r2k1/6p1/3rp2p/p3P3/8/1RR3PP/PP4P1/5K2 b - - 0 27,True,False,False,,,
"['crushing', 'endgame', 'fork', 'short']",-20.0,8/8/4k3/p5P1/r1n2p2/1Q3K1P/P7/8 b - - 1 57,True,False,False,,,
"['advantage', 'fork', 'long', 'middlegame', 'sacrifice']",-54.0,rk6/1p2bQ2/p1p5/4Pp2/Pq1B1P1p/1P1P4/1K4rP/1R2R3 w - - 0 31,True,False,False,,,
"['crushing', 'opening', 'short']",44.0,rn2k1nr/1ppqp1bp/1p1p2p1/8/7N/5Q2/PPPP1PPP/RNB1K2R w KQkq - 0 8,True,False,False,,,
"['crushing', 'endgame', 'pawnEndgame', 'quietMove', 'veryLong']",-97.0,8/8/p1K1k3/2p3p1/6P1/1P6/7P/8 b - - 2 57,True,False,True,,,
"['crushing', 'endgame', 'long', 'pawnEndgame']",-104.0,5k2/1p3p2/8/4PpPp/pp3P1P/8/2K5/8 w - - 0 44,True,False,True,,,
"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",-25.0,1r3k2/pp1r1ppp/8/3n4/4R3/3b1BP1/PP3P1P/4R1K1 w - - 0 22,True,False,False,,,
"['advancedPawn', 'crushing', 'endgame', 'knightEndgame', 'short']",91.0,8/8/3KPk2/7P/8/4n3/8/8 w - - 0 62,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-99.0,r5k1/pb4pp/5p2/3q4/P7/1P2QP1P/2rp2PN/R5K1 w - - 0 32,True,False,False,,,
"['crushing', 'endgame', 'fork', 'skewer', 'veryLong']",87.0,2r4k/4Q2p/p1r1P1p1/3p4/1P6/P1N1P3/6PP/B5K1 b - - 0 28,True,False,False,,,
"['advantage', 'discoveredAttack', 'endgame', 'short']",6.0,2k2r2/ppr1r2p/5pp1/1p2p3/2B5/P1R4P/5PPK/R7 w - - 0 27,True,False,True,,,
"['crushing', 'hangingPiece', 'middlegame', 'short']",72.0,1n2Q1k1/2b2r1p/6p1/p4n2/B4P2/P3PN2/1r3qPP/2R1R2K b - - 0 21,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",55.0,1k1q3r/4bp2/1N5p/4p1p1/1Q6/5N2/5PPP/1B4K1 b - - 0 34,True,False,False,,,
"['advantage', 'long', 'middlegame', 'queensideAttack']",122.0,2k4r/1q1r1pp1/p1b4p/4P3/1PR1p3/P1Q1P3/5PPP/2R3K1 w - - 1 29,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",7.0,r3r1k1/ppp1qp2/2np3Q/8/6bB/3B4/PPP2PPP/4RK1R b - - 0 16,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",868.8038330078125,True
"['advantage', 'discoveredAttack', 'endgame', 'short']",-44.0,r1r3k1/1p3ppp/4p3/pq6/2RpP3/P2Q1P2/1PPR2PP/1K6 w - - 1 20,True,False,False,,,
"['advantage', 'middlegame', 'pin', 'short']",-7.0,3r2k1/pppr1pp1/1bp4p/8/4P3/1NB2P2/PPP2NPP/3R2K1 b - - 0 18,True,False,False,,,
['endgame'],-126.0,4r2k/pp3pp1/2p5/1np5/8/2P1R3/PP5P/3K1N2 w - - 1 27,True,False,False,,,
"['crushing', 'endgame', 'master', 'pawnEndgame', 'short']",-15.0,1k6/2p5/1pP1p2p/1P2Ppp1/3K4/8/6PP/8 w - - 0 48,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-12.0,2kr1b1r/pppqpppp/8/8/8/P1P1P2P/2P2P2/R1BQK1R1 b Q - 0 15,True,False,False,,,
"['advancedPawn', 'advantage', 'endgame', 'fork', 'long', 'promotion']",8.0,8/7k/2r5/p2N1P1p/4PP2/8/1p3P1P/Q4KR1 b - - 0 29,True,False,False,,,
"['advancedPawn', 'crushing', 'discoveredAttack', 'interference', 'middlegame', 'short']",-78.0,4k3/p1qr2b1/Pp2P1p1/1PPP3p/1R2nP1P/6P1/B7/6K1 w - - 0 38,True,False,False,,,
"['crushing', 'middlegame', 'short']",84.0,4rnk1/4qpbp/6p1/8/PnBp1Q2/1B5P/1P4PN/2R3K1 b - - 0 26,True,False,False,,,
"['attraction', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']",49.0,k3r3/bp4p1/2n5/1R6/3p1R1p/3P3P/1PP2PPB/4rNK1 b - - 0 26,True,False,False,,,
"['bishopEndgame', 'crushing', 'endgame', 'veryLong']",-124.0,8/3k3p/4pPpP/1bQ3P1/3P1P2/1p6/7K/8 b - - 4 49,True,False,True,,,
"['crushing', 'hangingPiece', 'long', 'middlegame', 'quietMove']",-17.0,2k1rb1r/ppp3pp/4qp2/8/1P3P2/2K5/P1nB2PP/3QR3 w - - 0 18,True,False,False,,,
"['crushing', 'middlegame', 'pin', 'short']",1.0,2q3k1/3bnppp/3pp1n1/8/QP1PP1P1/P4N1P/5PB1/6K1 w - - 1 31,True,False,True,,,
"['clearance', 'crushing', 'fork', 'long', 'middlegame', 'sacrifice']",-127.0,6q1/pp2Rpr1/1p3p1k/1P1p1Pr1/P6p/2PR3P/3NQ3/7K b - - 7 39,True,False,True,,,
"['crushing', 'long', 'middlegame']",74.0,2r3k1/6pp/p1r2nn1/8/1B6/P4N1P/1PPR2P1/2K1R3 b - - 10 29,True,False,False,,,
"['advantage', 'defensiveMove', 'middlegame', 'short']",32.0,6r1/p1kn4/B1p5/2q3P1/3R1P2/7b/P2Q3P/6K1 w - - 1 33,True,False,True,,,
"['advantage', 'master', 'middlegame', 'short']",-46.0,rn4k1/1pp3pp/p5B1/2b5/3P4/2P2qnP/PP3P2/RNB1R1K1 w - - 0 15,True,False,False,,,
"['advancedPawn', 'bishopEndgame', 'crushing', 'discoveredAttack', 'endgame', 'promotion', 'quietMove', 'sacrifice', 'veryLong']",114.0,8/5P1p/p3Bb2/1p3P2/1P4K1/b7/5P1P/8 w - - 0 41,False,False,,,,
"['advantage', 'opening', 'short']",-16.0,2r1kb1r/n1q1nppp/1p2p3/pP1pP3/Q2P4/P3PN2/1B3PPP/1NR1K2R b Kk - 2 14,True,False,False,,,
"['advantage', 'middlegame', 'short']",24.0,r4rk1/1p3q1p/6pB/p1P1P3/8/2P5/6PP/R1Q2RK1 b - - 1 32,True,False,False,,,
"['endgame', 'mate', 'mateIn2', 'queensideAttack', 'short']",86.0,1k1r4/1pp2ppq/1p3n1p/1N6/P7/2P5/3Q1PPP/5R1K w - - 1 25,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'queensideAttack', 'oneMove']",559.398681640625,True
"['advantage', 'middlegame', 'short']",115.0,6k1/4bpp1/p3p2p/2Pr4/2N5/1P1rBN1P/5PP1/R5K1 b - - 0 24,True,False,False,,,
"['crushing', 'deflection', 'endgame', 'short']",-115.0,6k1/5rpr/4b3/pp3pP1/3p1P1P/P2P4/2P1R3/6K1 w - - 0 34,True,False,False,,,
"['attraction', 'crushing', 'deflection', 'endgame', 'short']",-4.0,5k2/5p1Q/pp2pr1p/6p1/1q1p2R1/5P2/B1R4P/7K b - - 2 36,True,False,True,,,
"['advantage', 'attraction', 'fork', 'long', 'middlegame', 'sacrifice']",-105.0,7k/4rp1r/p2b4/1p3P2/1PpP1npq/P1P3R1/5Q1P/1B1R3K w - - 3 39,True,False,True,,,
"['advantage', 'discoveredAttack', 'long', 'middlegame', 'sacrifice']",-24.0,2k5/p1nrbrp1/1p2p1p1/1p6/3P4/RPP3P1/R4P1P/6K1 w - - 0 28,True,False,False,,,
"['attraction', 'crushing', 'endgame', 'exposedKing', 'fork', 'long', 'rookEndgame', 'sacrifice']",91.0,8/p1r5/P3rk2/Q1p5/2Pp1P2/R4K2/8/8 w - - 1 42,True,False,False,,,
"['advantage', 'long', 'middlegame', 'pin']",51.0,6k1/1p3qpp/pnp1p3/8/3PR3/P2QP2r/5PP1/4R1K1 w - - 0 29,True,False,False,,,
"['crushing', 'defensiveMove', 'middlegame', 'veryLong']",118.0,2k1b3/1p6/2pb1B2/p4p1q/P7/3P1Nr1/1PP1Q1P1/4R1K1 w - - 3 25,True,False,False,,,
"['crushing', 'master', 'middlegame', 'pin', 'short']",83.0,2k5/pp1r1r2/2q5/3R4/P1R5/1P2p1bP/2P1Q3/6K1 w - - 0 36,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",-68.0,7k/r2b2p1/1pnq2pp/4R1N1/p2P1P2/2P4P/1P4P1/4R1K1 w - - 0 31,True,False,False,,,
"['crushing', 'endgame', 'master', 'short', 'skewer']",-9.0,3k2r1/1p6/3p4/1B1P3p/8/3p4/R2K4/8 b - - 10 46,True,True,False,"['endgame', 'advantage', 'skewer', 'short']",846.6310424804688,True
"['crushing', 'endgame', 'exposedKing', 'rookEndgame', 'veryLong']",-113.0,4r1k1/2p2Rp1/4r2p/pP1P4/P1p5/2P1R1P1/7P/6K1 b - - 0 36,True,False,False,,,
"['advantage', 'fork', 'long', 'opening']",18.0,rnb1k1n1/1p1q1p1N/p5pp/4P3/8/8/PP3RPP/RNBQ3K b q - 0 16,True,True,False,"['opening', 'mateIn2', 'mate', 'fork', 'hangingPiece', 'short']",702.7218017578125,False
"['crushing', 'defensiveMove', 'middlegame', 'veryLong']",100.0,2rr2k1/5pp1/4pnq1/6Np/1p2PP2/1B1Q4/1PP3PP/3R2K1 w - - 11 27,True,False,False,,,
"['advantage', 'endgame', 'short']",-65.0,3r4/pkpr2pp/1p6/8/1R2NP2/2R2P2/P1P4P/7K b - - 0 25,True,False,False,,,
"['mate', 'mateIn2', 'middlegame', 'short']",-120.0,7k/p1p2rpp/q4b2/8/2pP4/P1P1Q1Pb/3B3P/R5K1 w - - 0 23,True,True,False,"['middlegame', 'mateIn2', 'mate', 'fork', 'short']",547.8885498046875,True
"['crushing', 'middlegame', 'short', 'trappedPiece']",-95.0,5qk1/pp3rnp/2p1p1pQ/4P3/2PPp3/8/PP2Q2N/2K2R2 b - - 0 26,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",70.0,4rk1r/p4p2/1q3Ppp/3p4/2b5/1N2R2P/P4PP1/4R1K1 w - - 0 27,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",497.58502197265625,True
"['crushing', 'master', 'middlegame', 'short']",-98.0,5k2/rp1rnpp1/q6p/2R5/1p1p1P2/p2P2P1/5PBP/B1R3K1 w - - 0 27,True,False,True,,,
"['advantage', 'discoveredAttack', 'endgame', 'long']",-91.0,6rk/1pr4p/p3pq1p/3p1PN1/1P1P2QP/P7/8/R4KR1 w - - 0 34,True,False,False,,,
"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",-51.0,rnb1r1k1/2q2ppp/p1p5/3p4/p2P4/7P/PPP1QPP1/R4RK1 w - - 0 16,True,True,False,"['middlegame', 'mateIn1', 'mate', 'hangingPiece', 'kingsideAttack', 'oneMove']",525.5929565429688,True
"['crushing', 'endgame', 'rookEndgame', 'short']",-94.0,3r4/3r2p1/p3kp1p/1p2p3/2P1P1P1/1PK1P3/3R3P/5R2 b - - 0 30,True,False,False,,,
"['mate', 'mateIn1', 'middlegame', 'oneMove']",-14.0,4b2k/p1q4p/1p4p1/3BP3/NQ1P4/P3r3/1P5P/3K2n1 w - - 0 33,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",825.026123046875,True
"['advantage', 'master', 'middlegame', 'pin', 'short']",-16.0,5r1k/1p3Bpp/8/p3p2Q/P1q3P1/7P/8/2R1rR1K b - - 1 43,True,False,True,,,
"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']",-112.0,6k1/p4ppp/Np3b2/1P1p4/r1r2P1P/2p3P1/P3R3/6K1 w - - 0 29,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",582.5328369140625,True
"['attackingF2F7', 'crushing', 'discoveredAttack', 'middlegame', 'pin', 'short']",-39.0,6k1/pbp2q2/1p4r1/8/3Pp1QP/2P2n2/P1P2PR1/R4K2 w - - 9 33,True,False,False,,,
"['advantage', 'master', 'middlegame', 'short']",-98.0,3r4/3r4/1pP5/p1b1P2k/Pn2B1p1/1P3p2/5P2/R1BR3K b - - 0 46,True,False,False,,,
"['crushing', 'long', 'middlegame', 'pin']",7.0,4rk2/pp1r1q2/1bp2Q2/6p1/3P2Pn/PR6/1P3P2/4R1K1 w - - 0 35,True,False,False,,,
"['endgame', 'mate', 'mateIn1', 'oneMove']",-88.0,6k1/3p3p/1q4p1/5pP1/7P/pPrp4/B2Q4/K1R5 b - - 0 32,True,False,False,,,
"['advantage', 'kingsideAttack', 'master', 'middlegame', 'sacrifice', 'short']",116.0,2r3k1/1p3ppp/1q1b1nn1/pB1p1p2/P2P4/5N2/1P2QPPP/2B1R1K1 w - - 0 18,True,False,False,,,
"['crushing', 'master', 'middlegame', 'short']",-80.0,3r2k1/3r1p1p/1n4p1/3R2P1/1b1RPP2/4BK1P/8/8 w - - 0 35,True,False,False,,,
