target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'long', 'middlegame', 'pin')",1207.978515625,r3r1k1/p4ppp/1p3n2/8/6q1/2B3Q1/PP3PPP/R4RK1 w - - 2 20,c3f6,True,False,True,,,
"('crushing', 'endgame', 'short', 'master', 'advancedPawn', 'promotion')",1197.0068359375,8/7P/8/6K1/4k3/5p2/8/8 w - - 0 58,h7h8q,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate', 'deflection')",950.14404296875,5r1k/pp4pp/8/2R5/3n4/4P3/PP4PP/5RK1 b - - 0 27,d4e2,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'deflection', 'short']",True,d4e2 g1h1 f8f1
"('middlegame', 'advantage', 'short', 'defensiveMove')",2155.931640625,r3r1k1/1p3ppp/p3R3/8/5N2/P5Q1/1q3PPP/4R1K1 b - - 0 22,f7e6,True,False,False,,,
"('advantage', 'endgame', 'short', 'rookEndgame')",1872.8623046875,1r6/6P1/8/5R2/4p3/3k4/5K2/8 b - - 0 54,b8b2,True,False,False,,,
"('middlegame', 'mate', 'master', 'kingsideAttack', 'mateIn1', 'oneMove')",678.960693359375,r4rk1/ppq2ppp/8/8/2P1Q1n1/4B3/PP3PPP/R4RK1 b - - 0 17,c7h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,c7h2
"('long', 'middlegame', 'advantage', 'discoveredAttack')",2097.416015625,r5k1/ppp2ppp/8/4r1q1/8/1QN4b/PP3PPP/R3R1K1 w - - 0 18,c3e4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack', 'advancedPawn', 'promotion')",1483.7333984375,r1b2q1k/pp2NQbP/3p4/8/4P3/4n3/PPP3PP/R5K1 w - - 0 20,f7g8,True,False,False,,,
"('endgame',)",549.0377197265625,8/8/8/1Kpk4/8/P7/8/8 b - - 0 50,c5c4,True,True,False,"['endgame', 'crushing', 'quietMove', 'pawnEndgame', 'short']",True,c5c4 a3a4 c4c3
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'queensideAttack')",927.8349609375,2kr1b1r/ppp2ppp/8/5nB1/8/8/PPP2PPP/2KR3R w - - 0 15,d1d8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'queensideAttack', 'oneMove']",True,d1d8
"('middlegame', 'advantage', 'short')",2378.291015625,r1b2rk1/pp3ppp/2p5/8/4N3/5Q2/PPq3PP/R3R2K w - - 0 17,e1e2,True,False,True,,,
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'zugzwang', 'advancedPawn')",1825.318359375,8/p7/1k4p1/1P3pP1/2K2P2/8/8/8 w - - 1 49,c4b4,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",870.05078125,r4rk1/pp3ppp/4b1q1/3N4/3Q4/8/PP3PPP/R4RK1 w - - 1 18,d5e7,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,d5e7 g8h8 e7g6
"('crushing', 'middlegame', 'short', 'fork')",1404.005859375,rnbq1rk1/ppp2Npp/8/8/2BP4/2b5/PPP1Q1PP/R4RK1 b - - 0 12,d4d4,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",734.001953125,5rk1/5pbp/8/5Q2/7n/8/1q3PPP/1B1R2K1 w - - 0 29,f5h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,f5h7
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'exposedKing')",1777.04296875,8/7k/7r/4RpKP/8/8/8/8 w - - 0 56,e5e7,True,False,False,,,
"('advantage', 'endgame', 'rookEndgame', 'veryLong', 'quietMove', 'advancedPawn')",2008.1796875,8/8/5r1P/8/8/7K/6P1/1k6 w - - 1 48,g2g4,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1499.8251953125,r2k3r/ppNn2pp/4Q3/6b1/8/8/Pq3PPP/3R2K1 w - - 0 19,e6d7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack')",1254.0595703125,r1b3k1/pp3ppp/8/4q3/5n2/3Q2P1/PP2PPBP/R5K1 w - - 0 20,d3d8,True,True,False,"['middlegame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",True,d3d8 e5e8 d8e8
"('crushing', 'long', 'endgame', 'bishopEndgame', 'defensiveMove')",2078.3984375,8/8/6b1/2k3P1/6KP/8/8/8 w - - 1 59,h4h5,True,False,False,,,
"('long', 'advantage', 'endgame')",2003.791015625,8/6pk/8/6R1/p3K3/8/8/3b4 b - - 0 47,d1c2,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'attackingF2F7')",563.026611328125,r2qk2r/ppp2ppp/3p1b2/3Q4/2B1P3/8/PPP2PPP/R4RK1 w kq - 1 12,d5f7,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'vukovicMate')",734.916259765625,7k/8/6KN/8/8/8/8/3Rb2q w - - 0 61,h1h1,True,False,False,,,
"('crushing', 'middlegame', 'short', 'kingsideAttack')",1886.0283203125,r3r1k1/pp3ppp/8/6q1/4N3/7b/PP2QPPP/R4RK1 w - - 2 20,e4f6,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame')",1142.1484375,K7/2P1k3/8/8/1p6/8/8/8 b - - 0 49,e7d7,True,False,False,,,
"('advantage', 'endgame', 'short', 'master', 'masterVsMaster', 'capturingDefender')",1714.138671875,8/8/8/1k2r1P1/4N3/3p1P1P/8/6K1 b - - 0 50,e5e4,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'defensiveMove')",1390.83984375,8/8/8/8/8/Pq4k1/1K6/8 w - - 0 57,b2b3,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'queenEndgame')",976.1103515625,7Q/8/8/K1k5/8/8/8/1q6 b - - 0 49,b1b5,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",753.933837890625,r1b2rk1/ppp2ppp/3p4/4q1N1/8/8/PPQ2PPP/R4RK1 w - - 0 17,c2h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,c2h7
"('middlegame', 'advantage', 'fork', 'master', 'veryLong', 'sacrifice', 'attraction')",2527.505859375,2kr2r1/ppp2Q1p/3b4/8/8/4B2P/PPq2PP1/R4RK1 b - - 0 17,g8g2,True,False,False,,,
"('crushing', 'middlegame', 'short')",1850.9189453125,5rk1/5ppp/1Q1R2r1/8/q7/5N2/5PPP/3R2K1 b - - 0 30,a4d1,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master', 'discoveredAttack')",2315.38671875,r4rk1/5ppp/p3b3/1p4N1/8/2q5/P3QPPP/3RR1K1 w - - 0 23,e2e4,True,False,False,,,
"('long', 'advantage', 'endgame', 'skewer')",1461.7900390625,2R5/8/3N4/k7/5r2/2K5/r7/8 w - - 0 59,c8a8,True,False,True,,,
"('middlegame', 'advantage', 'short', 'pin')",1374.0166015625,r2q1rk1/pp2bppp/3P4/8/8/2N1Q3/PPP3PP/2KR3R b - - 0 15,e7g5,True,False,False,,,
"('crushing', 'long', 'endgame')",2663.5546875,Q7/8/8/8/7p/5b2/1K4k1/8 b - - 0 50,f3a8,True,False,False,,,
"('middlegame', 'advantage', 'interference', 'veryLong', 'discoveredAttack', 'sacrifice', 'clearance')",2550.912109375,r1b4r/pp4kp/3N2p1/4q3/8/1Q6/PP4PP/5RK1 w - - 0 23,d6f7,True,False,False,,,
"('long', 'middlegame', 'advantage', 'discoveredAttack')",1180.18359375,3r1rk1/2p2ppp/Q2b1q2/8/8/2N5/PPP2PPP/3R1RK1 b - - 0 18,d6h2,True,True,False,"['middlegame', 'advantage', 'discoveredAttack', 'short']",True,d6h2 g1h2 f6a6
"('crushing', 'middlegame', 'short', 'master')",2232.001953125,3rr1k1/p4pbp/6p1/8/3Bn3/5N2/P4PPP/1R1R2K1 b - - 0 22,g7d4,True,False,False,,,
"('crushing', 'middlegame', 'short')",455.00128173828125,3r1rk1/3q1pp1/4p2p/2P1Pn2/4Q3/5N2/5PPP/2RR2K1 b - - 0 23,d7d1,True,True,False,"['middlegame', 'advantage', 'short']",True,d7d1 c1d1 d8d1
"('crushing', 'short', 'opening')",2659.166015625,r1b2rk1/ppqpnppp/2n1p3/8/4N3/3B4/PP3PPP/R1BQR1K1 w - - 2 13,e4f6,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1444.2353515625,8/8/7R/8/8/3k4/r2N4/3K4 b - - 0 48,a2a1,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",True,a2a1 d2b1 a1b1
"('crushing', 'middlegame', 'short')",1787.283203125,3r1rk1/pp3Bpp/5q2/8/3n4/8/PP3QPP/3R1RK1 b - - 0 20,f8f7,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",738.939208984375,r2q1rk1/pp3ppp/8/3pn1N1/8/3Q4/PP3PPP/R4RK1 w - - 0 16,d3h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,d3h7
"('long', 'middlegame', 'advantage', 'skewer', 'deflection')",1802.6435546875,5r2/pp3pk1/2n1b3/7Q/5B2/8/Pq3PPP/5RK1 w - - 0 25,h5h6,True,True,False,"['middlegame', 'advantage', 'long']",False,f4h6 g7g8 h5g5 g8h7 h6f8
"('long', 'middlegame', 'fork', 'mate', 'mateIn3')",646.045654296875,2r2rk1/5ppp/3R4/8/6Q1/5N2/R4PPP/1N4K1 b - - 0 24,c8c1,True,True,False,"['middlegame', 'mateIn3', 'mate', 'backRankMate', 'fork', 'long']",True,c8c1 d6d1 c1d1 f3e1 d1e1
"('middlegame', 'advantage', 'short')",1665.1318359375,r4rk1/p4ppp/2Q5/5b2/8/4B3/Pq3PPP/R4RK1 b - - 0 19,a8c8,True,False,True,,,
"('middlegame', 'advantage', 'short', 'kingsideAttack')",1791.671875,r4Bk1/ppbb1ppp/8/8/6n1/8/PP3PPP/R2Q1RK1 b - - 0 16,c7h2,True,False,True,,,
"('long', 'advantage', 'endgame', 'fork', 'sacrifice', 'attraction')",1453.744140625,3r2k1/p5pp/8/8/3N1n2/1P5P/P5P1/3R2K1 b - - 0 27,d8d4,True,False,False,,,
"('crushing', 'long', 'endgame', 'skewer', 'deflection')",1104.8447265625,8/5k2/8/5NK1/5P2/7P/4r3/8 b - - 0 50,e2g2,True,False,False,,,
"('hangingPiece', 'middlegame', 'advantage', 'short')",1722.916015625,r1bq1r1k/pp4pB/8/3Q4/8/2N5/PP3PPP/R4RK1 b - - 0 20,h8h7,True,False,False,,,
"('middlegame', 'advantage', 'short', 'pin')",1177.9892578125,r4rk1/pp2b1pp/4P3/1q6/3Q1B2/8/PP4PP/R4RK1 b - - 0 18,e7c5,True,False,False,,,
"('long', 'advantage', 'endgame', 'fork', 'exposedKing')",1640.2626953125,8/8/7B/5kn1/r7/8/6RK/8 b - - 0 49,g5f3,True,False,False,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",1575.1640625,8/3k2K1/5r2/8/7P/8/8/8 w - - 0 60,g7f6,True,True,False,"['endgame', 'crushing', 'defensiveMove', 'hangingPiece', 'short']",True,g7f6 d7e8 f6g7
"('middlegame', 'advantage', 'short')",1472.0302734375,r1b3k1/ppp2ppp/2p5/4r3/3q4/8/PP1NQPPP/R4RK1 w - - 0 15,d2f3,True,False,False,,,
"('crushing', 'endgame', 'veryLong')",2271.5,4b3/8/8/8/2p5/2k2N1P/8/6K1 b - - 0 39,e8c6,True,False,False,,,
"('crushing', 'hangingPiece', 'endgame', 'short', 'defensiveMove')",1177.2578125,8/8/8/5p2/4k3/4B2K/8/8 b - - 0 63,e4e3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1428.1435546875,8/8/8/5R2/5ppk/5B2/6PK/2r5 b - - 0 50,g4g3,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",False,g4g3
"('middlegame', 'advantage', 'short', 'capturingDefender')",2404.623046875,5rk1/1R3ppp/4r3/6B1/3q4/1Q2n3/6PP/5RK1 w - - 0 28,b7f7,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",923.08056640625,r1b3k1/pp3ppp/4p3/4q3/8/8/PP2n1PP/R2Q1R1K w - - 0 18,d1d8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,d1d8
"('crushing', 'long', 'endgame', 'bishopEndgame', 'defensiveMove')",1825.318359375,8/8/8/8/3pk3/5p2/5K2/2B5 b - - 1 59,e4d3,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",1305.2607421875,8/8/4pK1k/8/2b5/3p4/8/6R1 w - - 0 59,g1h1,True,False,False,,,
"('long', 'advantage', 'endgame', 'fork')",1070.10107421875,6k1/5pp1/R6p/8/8/3b4/5PPP/1r3BK1 w - - 3 29,a6a8,True,False,False,,,
"('middlegame', 'advantage', 'short')",1728.767578125,r2q1rk1/pp3ppp/2b5/2B5/8/8/PPP1QPPP/R4RK1 b - - 0 15,d8d5,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",445.995361328125,r1b3k1/ppp2ppp/2n5/3q4/8/3B4/PPP2PPP/R1B1Q1K1 w - - 0 15,e1e8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,e1e8
"('endgame', 'mate', 'mateIn1', 'oneMove')",1067.17529296875,8/8/7b/6pk/7N/6PK/8/8 w - - 0 49,g3g4,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,g3g4
"('endgame', 'rookEndgame', 'mate', 'mateIn1', 'oneMove')",399.0,5k2/8/1R3K2/r7/8/8/8/8 w - - 0 56,b6b8,True,True,False,"['endgame', 'mateIn1', 'mate', 'rookEndgame', 'oneMove']",True,b6b8
"('middlegame', 'advantage', 'short')",1398.154296875,3r1rk1/pp3ppp/1q6/2BQ4/8/8/PP3PPP/2RR2K1 b - - 0 22,d8d5,True,False,False,,,
"('long', 'endgame', 'mate', 'pin', 'deflection', 'mateIn3')",1066.078125,8/1R4p1/5pkp/8/3nN1PP/1p6/6K1/1r6 w - - 0 41,h4h5,True,True,False,"['endgame', 'mateIn3', 'mate', 'deflection', 'pin', 'long']",True,h4h5 g6h7 e4f6 h7h8 b7b8
"('crushing', 'long', 'middlegame', 'discoveredAttack')",2284.666015625,5r1k/pR4pp/4Q3/2b3q1/8/2N5/PP3PPP/4R1K1 b - - 0 22,f8f2,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",965.138671875,r4rk1/pp3ppp/2q5/3N4/8/8/PbP2PPP/R2Q1RK1 w - - 0 15,d5e7,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,d5e7 g8h8 e7c6
"('crushing', 'endgame', 'pawnEndgame', 'master', 'veryLong')",1439.8466796875,8/8/6p1/5k1p/1K3P1P/6P1/8/8 b - - 0 51,f5g4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'pin')",1733.15625,r3k2r/pp1b1ppp/8/1B1N4/3n4/8/PP1K1PPP/R6R w kq - 0 14,d5c7,True,False,False,,,
"('advantage', 'endgame', 'short', 'defensiveMove')",2008.1796875,8/8/2K2p2/1p6/1k6/1R6/8/8 b - - 0 53,b4b3,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'discoveredAttack', 'bishopEndgame')",973.916015625,8/8/8/B6k/1p6/8/P2bK3/8 w - - 0 50,e2d2,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork', 'sacrifice', 'deflection')",1237.9677734375,r5k1/6pp/P2q1p2/3b4/P2Q4/7P/5PP1/4R1K1 w - - 1 30,e1e8,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate', 'queenRookEndgame')",460.989990234375,3r2k1/p4pp1/7p/8/8/2Q5/P4PPP/6K1 b - - 0 26,d8d1,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'queenRookEndgame', 'short']",True,d8d1 c3e1 d1e1
"('crushing', 'endgame', 'veryLong', 'defensiveMove')",1580.2841796875,1k6/R7/8/p2K4/8/8/8/8 b - - 0 57,b8a7,True,False,False,,,
"('crushing', 'long', 'endgame')",2248.09375,8/7P/6k1/8/6p1/6P1/5rK1/8 w - - 0 55,g2f2,True,False,False,,,
"('middlegame', 'short', 'fork', 'mate', 'mateIn2', 'backRankMate')",1507.87109375,4r1k1/pp3ppp/1q6/3QN3/6b1/8/PP3PPP/2r2RK1 w - - 0 23,d5f7,True,False,False,,,
"('crushing', 'long', 'middlegame', 'exposedKing', 'defensiveMove')",2534.8203125,2r1r1k1/p5b1/6Q1/8/3q4/6R1/P5PP/4R1K1 w - - 0 30,g1h1,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1085.8271484375,r2q2kr/pp2n2p/5Qp1/1b6/8/8/PPP3PP/R4RK1 w - - 0 19,f6f7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'backRankMate', 'sacrifice', 'xRayAttack')",1404.7373046875,R1r3k1/2q1nppp/8/1Q6/8/5N2/5PPP/b5K1 w - - 0 27,b5e8,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'sacrifice', 'xRayAttack', 'short']",True,b5e8 c8e8 a8e8
"('crushing', 'endgame', 'short', 'queensideAttack')",652.080078125,3r1k2/ppp2pp1/7p/3r2N1/8/P7/1PP2PPP/1K1RR3 b - - 0 23,d5d1,True,True,False,"['endgame', 'crushing', 'queensideAttack', 'short']",True,d5d1 e1d1 d8d1
"('crushing', 'middlegame', 'short')",1635.8740234375,Q4rk1/p3qppp/1p6/8/5nb1/5N2/PP3PPP/3RR1K1 b - - 0 22,e7e1,True,False,False,,,
"('crushing', 'endgame', 'short', 'master')",1512.259765625,8/3B4/8/8/4pk2/1r5R/5K2/8 b - - 0 52,e4e3,True,False,True,,,
"('mate', 'mateIn1', 'oneMove', 'opening')",871.87939453125,rnbq1bkr/pppp2pp/8/8/3p4/2N2Q2/PPP2PPP/R1B1K1NR w KQ - 0 8,f3d5,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",True,f3d5
"('mate', 'mateIn1', 'oneMove', 'opening', 'attackingF2F7')",924.177734375,r1b1k2r/ppp2ppp/2p5/2b5/3qP1B1/3P4/PPP2PP1/RNBQK2R b KQkq - 0 9,d4f2,True,True,False,"['opening', 'mateIn1', 'mate', 'attackingF2F7', 'oneMove']",True,d4f2
"('crushing', 'endgame', 'short', 'rookEndgame', 'master')",1120.9365234375,8/8/4k1K1/5R2/8/8/8/4r3 b - - 0 59,e1g1,True,False,False,,,
"('advantage', 'endgame', 'short')",1472.76171875,r7/7P/4k3/p7/8/3B4/6K1/8 w - - 0 41,d3c4,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1463.984375,Q7/8/4k3/8/8/2B5/1r5r/3K4 b - - 0 38,b2b1,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,b2b1
"('endgame', 'short', 'mate', 'mateIn2', 'master', 'arabianMate')",931.12646484375,8/4k3/8/R3n3/8/8/3r4/5BK1 b - - 0 43,e5f3,True,True,False,"['endgame', 'mateIn2', 'mate', 'arabianMate', 'short']",True,e5f3 g1h1 d2h2
"('advantage', 'short', 'opening')",1712.67578125,r1bq1rk1/pp3ppp/2N5/2bN4/8/8/PPP2PPP/R1BQ1RK1 b - - 0 12,b7c6,True,False,False,,,
"('long', 'advantage', 'endgame')",2275.888671875,6k1/Q1R2pp1/7p/8/8/7P/Pr1q1PP1/6K1 b - - 0 25,b2b1,True,False,False,,,
"('middlegame',)",567.9638671875,r1b3kr/ppp2ppp/8/3q4/8/B1P5/P4PPP/R3R1K1 w - - 0 17,e1e8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",True,e1e8
"('crushing', 'middlegame', 'short')",1591.9873046875,1r3rk1/p4ppp/4pb2/8/8/2q2Q2/PP3PPP/1R1R2K1 w - - 0 20,b2c3,True,False,False,,,
"('middlegame', 'advantage', 'short')",2255.408203125,r4rk1/pp3ppp/1q6/3QN3/8/8/PP3PPP/R4NK1 b - - 0 17,b6b2,True,False,False,,,
"('crushing', 'middlegame', 'short', 'kingsideAttack')",1663.6689453125,3rr1k1/pp3pp1/1q4np/8/5Q2/1N6/PPP2PPP/4RRK1 b - - 2 20,e8e1,True,False,False,,,
"('middlegame', 'advantage', 'short', 'discoveredAttack', 'queensideAttack')",1923.33203125,5rk1/1B3p1p/p5p1/1pQ2b2/6qP/8/PPP5/1K1R3R b - - 0 24,f5c2,True,False,False,,,
"('long', 'endgame', 'mate', 'backRankMate', 'sacrifice', 'deflection', 'mateIn3', 'clearance')",1983.310546875,5r1k/Q5pp/8/8/2P5/1P6/P2NqrPP/5RK1 b - - 0 25,f2f1,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",413.00030517578125,6k1/3r1p1p/5bpB/4R3/8/7P/5PP1/6K1 w - - 0 34,e5e8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,e5e8
"('endgame', 'short', 'mate', 'mateIn2')",984.8876953125,8/8/6r1/4Q3/8/5k1K/8/8 b - - 0 63,g6h6,True,True,False,"['endgame', 'mateIn2', 'mate', 'queenRookEndgame', 'short']",True,g6h6 e5h5 h6h5
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",731.076171875,r2q1rk1/pp3ppp/2n1p3/3p4/3p4/2PQPNP1/PP3PP1/R3K2R w KQ - 0 14,d3h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,d3h7
"('middlegame', 'mate', 'kingsideAttack', 'veryLong', 'quietMove', 'sacrifice', 'attraction', 'mateIn5')",2590.41015625,r1bq1rk1/pp2b1p1/4p3/4p1PQ/3p4/2P5/PP3PP1/2KR3R w - - 0 19,g5g6,True,False,False,,,
"('crushing', 'long', 'endgame', 'rookEndgame')",1073.02685546875,8/1k6/pr6/K3R3/8/8/8/8 w - - 0 50,e5e7,True,True,False,"['endgame', 'advantage', 'deflection', 'skewer', 'rookEndgame', 'long']",True,e5e7 b7c6 e7e6 c6d5 e6b6
"('crushing', 'middlegame', 'short', 'kingsideAttack', 'advancedPawn')",1844.3359375,2r3k1/1pq2pp1/p3p1P1/3pPnNP/8/5Q2/PPr5/1K1R3R w - - 0 29,g6f7,True,True,False,"['middlegame', 'advantage', 'advancedPawn', 'kingsideAttack', 'short']",True,g6f7 c7f7 g5f7
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'smotheredMate')",799.83203125,r5rk/p5pp/1n5N/8/8/8/P1q2PPP/R4RK1 w - - 0 25,h6f7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",True,h6f7
"('middlegame', 'advantage', 'short', 'master')",1958.44140625,r3k2r/pp2bppp/2n1p3/8/Q2q4/5B2/PP3PPP/R1B2RK1 w kq - 0 14,f3c6,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'pin', 'attraction', 'masterVsMaster', 'enPassant')",2211.521484375,6R1/5Q2/6r1/6qk/5nPp/7P/PP5K/8 b - g3 0 48,h4g3,True,False,False,,,
"('long', 'middlegame', 'advantage')",1970.14453125,r2q1rk1/1p2bppp/p4n2/3NQ1B1/8/8/PPP2PPP/R3R1K1 b - - 0 15,f6d5,True,False,False,,,
