target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'hangingPiece', 'long', 'endgame', 'advancedPawn')",1535.666015625,8/8/bB4p1/PP3p2/4pP2/4P3/3k2K1/3r4 w - - 0 42,b5a6,True,False,False,,,
"('crushing', 'long', 'endgame', 'exposedKing', 'discoveredAttack')",1589.0615234375,8/6pk/4Q3/2p2p2/P1Bbp1n1/1PP2b2/8/5K2 b - - 0 39,g4e3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",530.0201416015625,3r2k1/1Np2pp1/4p2p/pn2P3/R4n2/PP3NP1/2P2P1P/5K2 b - - 0 33,d8d1,True,False,False,,,
"('advantage', 'endgame', 'veryLong', 'pin')",1673.9091796875,1k3r2/8/3b4/2p5/p1P1P2P/3P2P1/q1P1KP2/3Q3R b - - 2 31,a2c4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'backRankMate')",576.009765625,r3rk2/pp2qp1p/2pN2n1/2Pn4/8/1B4Q1/PP3PPP/3RR1K1 b - - 6 25,e7e1,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,e7e1 d1e1 e8e1
"('endgame', 'mate', 'mateIn1', 'oneMove')",1188.9609375,1k6/3n3Q/1p2P2p/3p4/6PK/1P6/3q3P/4RR2 b - - 0 34,d2h2,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,d2h2
"('long', 'endgame', 'mate', 'mateIn3')",1744.859375,3r4/5r2/4R3/4pBpk/4N3/1P3p1b/2P4P/6K1 w - - 6 39,e4g3,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",False,e4g3 h5h4 e6h6
"('crushing', 'middlegame', 'veryLong', 'skewer', 'deflection')",2107.65625,5r1k/pp2p3/2p2b2/8/2Q5/1N3R2/PP3P1q/R4K2 b - - 3 30,h2h1,True,False,False,,,
"('long', 'endgame', 'mate', 'mateIn3')",853.958984375,8/1k6/pqn4n/1p5Q/4PP2/1PB5/1PP3P1/2KR4 b - - 0 29,b6e3,True,False,False,,,
"('crushing', 'endgame', 'short', 'bishopEndgame')",1660.01171875,8/2p1b3/K7/P7/4p3/1P6/4k3/4B3 w - - 1 53,a6b7,True,False,False,,,
"('long', 'endgame', 'mate', 'sacrifice', 'attraction', 'mateIn3')",1626.365234375,7k/p1p1q2p/5r2/3Qpp2/2P5/8/PP3bPP/R4R1K b - - 1 20,f6h6,True,False,True,,,
"('crushing', 'long', 'endgame', 'bishopEndgame')",1298.677734375,8/1p4p1/1P1k3p/p4p1P/P4P2/2p1BK2/2Bb4/8 b - - 0 49,d2e3,True,False,True,,,
"('crushing', 'endgame', 'short')",1428.875,5r1k/1ppb3p/p4P2/2p4P/2P2p2/3r1P1B/PP6/1K1R3R w - - 3 25,d1d3,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'pin')",954.8984375,r4k2/p1p1q1pp/1p3p2/2n5/8/3P1NPb/3BPP1P/2RQK1R1 b - - 7 20,c5d3,True,True,False,"['middlegame', 'mateIn1', 'mate', 'pin', 'oneMove']",True,c5d3
"('middlegame', 'advantage', 'short', 'discoveredAttack')",2059.380859375,r4rk1/1pp3p1/p1n1b2p/1q6/N1N3p1/1Q6/1B3P2/R4RK1 w - - 1 25,c4b5,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'triangleMate')",1384.98828125,1RQ5/6pk/pp2p1pq/3p4/1P6/P5R1/5r1P/6K1 b - - 4 41,h6h2,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",False,h6h2
"('hangingPiece', 'endgame', 'mate', 'mateIn1', 'oneMove', 'queensideAttack')",810.072265625,3r2k1/3P1p1p/1p4pP/p1r3P1/6q1/Q7/PPP3R1/1K1R4 b - - 2 32,g4d1,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'queensideAttack', 'oneMove']",True,g4d1
"('advantage', 'short', 'fork', 'opening')",1490.31640625,r2qk2r/ppp1bppp/3p2b1/4p1P1/4n3/2PP3P/PP1N1P2/R1BQK2R w KQkq - 0 14,d1a4,True,False,False,,,
"('middlegame', 'advantage', 'short')",1964.29296875,rn1qr1k1/5pbp/p1b3P1/1p6/4N1P1/1P6/PBPNQP2/R3K1R1 b Q - 0 17,g7b2,True,True,False,"['middlegame', 'advantage', 'hangingPiece', 'short']",True,g7b2 g6f7 g8f7
"('crushing', 'endgame', 'short', 'rookEndgame')",2249.556640625,8/3k1pp1/p1rP3p/5P2/6P1/6PK/3R4/8 b - - 0 53,c6d6,True,False,False,,,
"('long', 'middlegame', 'advantage', 'kingsideAttack', 'pin')",2502.63671875,2r2rk1/pp1N2bp/6p1/1P1Pp1nn/2P1Pp1q/2N2P1P/P1BQ2PB/R3R1K1 b - - 0 22,h4f3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1062.05517578125,7k/1q1P2p1/2b4p/5Q2/2p4P/2B2P2/1p2K1P1/q7 w - - 1 54,f5f8,True,False,False,,,
"('advantage', 'endgame', 'fork', 'veryLong', 'sacrifice', 'attraction')",2243.705078125,3r4/pp5R/2q2k2/2p1nNp1/1PP1P3/P3P1P1/2Q3K1/8 b - - 2 33,c6e4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",1270.8828125,6k1/4q3/1pp1Pr2/3pRPnN/2p5/r1P5/P4Q2/5RK1 b - - 0 29,g5h3,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,g5h3 g1g2 h3f2
"('crushing', 'endgame', 'short', 'pawnEndgame')",2337.330078125,8/2p1k1p1/4P2p/7P/2K5/1P6/8/8 b - - 2 48,e7e6,True,False,False,,,
"('crushing', 'endgame', 'fork', 'veryLong', 'pin', 'sacrifice', 'attraction')",1949.6640625,2r1q1k1/5p1p/3p1pn1/p4N2/P1Q5/8/5PPP/2R3K1 w - - 5 25,c4c8,True,False,False,,,
"('crushing', 'long', 'middlegame')",1373.28515625,rkr5/1p3pp1/6p1/K1PP2P1/1P6/3Q4/P1R2q2/6b1 w - - 7 37,d3a3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",939.90380859375,3rr1k1/p1p2pp1/1p1p2bp/2nPq3/4P1P1/1PP1BP2/P1QN4/2KRR3 b - - 4 27,c5d3,True,False,False,,,
"('crushing', 'endgame', 'short')",1453.0126953125,2R5/5pk1/4p1p1/4P1Pp/5Q1P/1r2PK2/3b1P2/q7 w - - 2 33,f4f6,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",468.99017333984375,r4r1k/1p3pn1/1p1p4/1p1Pp2p/1P4Q1/P5RP/5qPK/7R w - - 0 27,g4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,g4g7
"('endgame', 'short', 'mate', 'mateIn2', 'master', 'triangleMate')",1088.021484375,3rr3/Qpp2ppp/4k3/3R4/4P3/4BP2/Pq4PP/5K2 w - - 0 27,a7c7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'doubleCheck')",1753.63671875,6k1/2B3bp/4p1p1/1BPp2q1/3P4/4PRnb/3Q4/R5K1 b - - 0 28,g3e2,True,False,True,,,
"('long', 'advantage', 'endgame', 'advancedPawn')",1880.908203125,8/p5pk/6p1/8/4Qq1p/P1N5/1PP5/1K6 b - - 1 45,f4e4,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",433.9950866699219,r4rk1/ppb2pp1/2pqp2p/2Pn1b2/1P1P4/1QN2B1P/P2B1PP1/R4RK1 b - - 0 16,d6h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,d6h2
"('middlegame', 'advantage', 'short', 'fork')",1863.353515625,r6r/ppp2ppp/1kn1b3/4pP2/1bP1P3/1PN5/PB2N1PP/3RKB1R w K - 1 15,c4c5,True,False,True,,,
"('long', 'advantage', 'endgame', 'discoveredAttack', 'attraction')",1474.224609375,8/kp5p/7n/p2Pp3/N3P1b1/PP4P1/1KQ2qB1/8 b - - 0 37,f2c2,True,False,False,,,
"('middlegame', 'advantage', 'short', 'kingsideAttack', 'discoveredAttack')",1026.94580078125,6k1/pp3pp1/2p2qr1/3p3Q/3Pb3/1P2P1PB/P1R2P2/2R3K1 b - - 0 30,g6g3,True,False,True,,,
"('crushing', 'middlegame', 'short', 'fork')",1945.275390625,r1b1r3/ppp1kp1Q/3p3p/2NPP1q1/2B5/P7/5RPK/5R2 b - - 1 32,g5h4,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",1273.80859375,4Q3/1kp5/1q1pp3/8/R5P1/3r4/KP6/8 w - - 3 71,e8a8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,e8a8
"('crushing', 'endgame', 'short')",1526.1572265625,8/8/5b2/5k2/3p3P/3N2K1/8/8 b - - 8 51,f5e4,True,False,False,,,
"('long', 'advantage', 'endgame')",1779.2373046875,8/5p2/4p3/1pNp4/1P1P2pk/P1P4r/R4K2/8 b - - 3 41,h3h2,True,True,False,"['endgame', 'crushing', 'skewer', 'short']",True,h3h2 f2e3 h2a2
"('crushing', 'long', 'endgame', 'pawnEndgame', 'quietMove')",2224.6875,8/1p6/8/KP6/8/3k4/8/8 b - - 0 50,d3c4,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",800.92919921875,r3k2r/p4pp1/2pqp1p1/8/2pPQ3/2P5/PP3PPP/R1B2RK1 b kq - 0 16,d6h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,d6h2
"('crushing', 'long', 'endgame', 'skewer', 'queenEndgame')",1774.8486328125,8/5Q2/8/pp1P4/3K3P/2P5/4q3/8 b - - 15 56,e2d2,False,False,,,,
"('endgame', 'short', 'mate', 'mateIn2')",1146.17138671875,2k5/1ppb4/2n1p2p/8/6Pq/Q7/P2R4/6K1 w - - 0 37,a3f8,True,False,False,,,
"('crushing', 'endgame', 'short', 'pin', 'clearance', 'enPassant')",1807.0322265625,6r1/pp2k2r/2p5/6p1/3P2Pp/4P3/PPQ2P1K/2RRq3 b - g3 0 35,h4g3,True,False,True,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",792.88330078125,5rk1/6p1/p2qp1Q1/1p5P/8/6RK/P5P1/8 w - - 6 35,g6g7,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,g6g7
"('crushing', 'long', 'endgame', 'pawnEndgame', 'quietMove')",2104.73046875,8/8/1k4pp/1p6/1K3P1P/P7/8/8 w - - 3 58,h4h5,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1116.91357421875,rnb1k2r/ppp2p1p/5p2/N3P3/3q4/8/PP3PPP/R2QKB1R b KQkq - 1 11,d4b4,True,False,False,,,
"('long', 'middlegame', 'advantage', 'kingsideAttack', 'sacrifice')",1810.689453125,5rk1/2qr1p1p/4pRp1/p3bn2/1p2N3/1P1P3Q/PBP3PP/2R4K w - - 0 27,f6f5,True,False,False,,,
"('middlegame', 'advantage', 'short')",2253.9453125,r2q1rk1/ppp1b3/2n4B/5p2/3PB1b1/5N2/PPQ2PPP/R4RK1 b - - 0 14,f5e4,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1626.365234375,5r2/pp1r1p2/n2b4/1Np1Bk2/2P4Q/1q4PP/6B1/6K1 w - - 0 35,h4f6,True,False,False,,,
"('crushing', 'middlegame', 'short', 'kingsideAttack')",1660.01171875,1rr3k1/p1Q2ppp/3p4/3N2b1/4Pq2/5P2/PPP5/1K1RR3 w - - 1 24,d5e7,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",1837.021484375,r4r1k/1b2bppp/p1Nqp3/3p2Q1/P3n3/1BB5/1PP2PPP/R4RK1 w - - 9 17,g5g7,True,False,False,,,
"('middlegame', 'mate', 'master', 'kingsideAttack', 'mateIn1', 'oneMove')",1036.8203125,4rrk1/1pp2qpp/3b4/2BPp3/4Q3/1P1B1b2/P4PP1/2RR2K1 w - - 0 25,e4h7,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1292.826171875,5R2/k1p3pp/PpBr4/1P6/6r1/2K2p2/2P5/8 w - - 2 49,f8a8,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",461.9957275390625,6k1/1p3ppp/p7/P2p3p/1P2r1n1/4pRK1/8/5R2 w - - 0 35,f3f7,True,False,True,,,
"('middlegame', 'advantage', 'short', 'master', 'discoveredAttack')",1341.1015625,r2n1r1k/1Qb1q1pp/2p5/p4p2/2NP4/P2BPP2/4N1PP/RR4K1 b - - 0 20,c7h2,True,False,False,,,
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2')",525.9971923828125,7k/1p4p1/6P1/p4r2/4R3/P2Pp1K1/8/8 w - - 0 42,e4e8,True,True,False,"['endgame', 'mateIn2', 'mate', 'rookEndgame', 'short']",True,e4e8 f5f8 e8f8
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'quietMove', 'advancedPawn', 'promotion')",2495.322265625,8/8/8/pp2k1PK/7P/P7/8/8 b - - 0 47,e5f5,True,False,False,,,
"('long', 'advantage', 'endgame', 'defensiveMove')",1559.072265625,r7/3N2pp/8/8/4p3/P2k4/5rP1/1K2Q3 b - - 17 40,d3e2,True,False,False,,,
"('middlegame', 'advantage', 'short')",1240.8935546875,3b1rk1/5q1p/p1p3p1/2Ppprn1/3P4/3Q1N1R/PP2N1PP/5RK1 w - - 0 26,f3g5,True,False,False,,,
"('advantage', 'endgame', 'short', 'master', 'skewer', 'deflection')",1412.0517578125,2R5/5Npk/8/3pp1Pb/p2bP3/4r3/P2K4/8 w - - 1 42,c8h8,True,False,False,,,
"('crushing', 'middlegame', 'veryLong')",2490.93359375,4q1k1/p6p/1n4p1/3N1r2/p1P2p1b/3K1P2/PPQB2PP/7R b - - 0 28,f5d5,True,False,False,,,
"('advantage', 'endgame', 'short', 'master', 'quietMove')",1706.0927734375,4r1k1/p1p2pp1/4r2p/2p1N3/4R3/2P5/PP3PPP/R5K1 b - - 0 20,f7f6,True,False,False,,,
"('middlegame', 'advantage', 'short')",1839.947265625,r1bqk2r/1p2ppbp/p2p2p1/4P3/2Pp2nQ/2N1PN2/PP2B1PP/R3K2R w KQkq - 0 12,e3d4,True,False,False,,,
"('crushing', 'long', 'endgame', 'rookEndgame', 'master')",2068.158203125,8/1R6/4rkp1/4p3/5Pp1/1P4K1/6P1/8 w - - 1 40,f4e5,True,False,False,,,
"('crushing', 'endgame', 'short', 'discoveredAttack', 'bishopEndgame', 'deflection', 'advancedPawn')",566.0438232421875,8/5k2/p1p2Pp1/1pP1PbPp/1Pp2K1P/6B1/8/8 w - - 9 50,e5e6,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'deflection')",1096.0673828125,5rk1/2p3pp/8/p1p1b3/8/1P2r2P/P1B2RP1/2R3K1 w - - 0 26,c2h7,True,False,False,,,
"('long', 'endgame', 'rookEndgame', 'mate', 'mateIn3')",1602.958984375,6k1/p4p1p/6p1/2p2PPr/4P1K1/r7/3R1P2/8 w - - 1 41,d2d8,True,True,False,"['endgame', 'mateIn2', 'mate', 'rookEndgame', 'short']",False,d2d8 g8g7 f5f6
"('crushing', 'middlegame', 'short', 'kingsideAttack')",1845.0673828125,rn3r2/p2k4/1pp1pn2/3P3p/3P2pq/Q2B4/PP1N1PP1/R1BR2K1 b - - 0 18,h4f2,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack', 'sacrifice')",667.989013671875,3rr1k1/5p1p/p2bq1p1/1p1N4/2pQ4/1P3B1P/P1R2PP1/2B3K1 b - - 0 29,e6e1,True,False,False,,,
"('middlegame', 'advantage', 'fork', 'veryLong', 'exposedKing', 'pin', 'clearance')",2710.3671875,r3r1k1/p4ppp/2p5/5b2/3P1q2/1Q3B2/PP1N1PPP/R2K3R b - - 4 19,f4d4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'defensiveMove')",2650.388671875,5rk1/pp4pp/2b2r2/2b5/P7/2P1pPP1/1B2B2P/3R2RK b - - 0 24,f6f3,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'backRankMate')",415.99468994140625,3r2k1/2Q2pp1/4p2p/4P3/1p6/r1b5/P1R2PPP/3R2K1 b - - 0 26,d8d1,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",True,d8d1
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate', 'sacrifice')",676.94921875,4r2k/p5pp/6b1/1pP5/1P2q3/1P1p3P/N4QP1/5RK1 w - - 1 35,f2f8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'sacrifice', 'short']",True,f2f8 e8f8 f1f8
"('endgame', 'mate', 'mateIn1', 'oneMove', 'cornerMate')",871.14794921875,1r5k/8/3pp2p/p5Nn/3P4/4P3/PPq2P1P/K5R1 w - - 0 28,g5f7,True,False,False,,,
"('crushing', 'middlegame', 'short', 'discoveredAttack')",1328.6669921875,6rr/kpq2p2/p1pp1n2/P3p3/2N1Pn2/1R3NPp/5P2/1QR3K1 w - - 0 27,b3b7,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'cornerMate')",1007.92822265625,r4rk1/pp3pp1/2p5/3p2q1/3Pn3/1P3P1P/P3B2P/R2QR2K b - - 2 19,e4f2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,e4f2
"('crushing', 'endgame', 'short', 'pin')",1774.1171875,8/4r1pk/1p1p1bp1/p1p2P1p/P4P1P/3P1QPq/1PP5/4RRK1 b - - 0 26,e7e1,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'quietMove', 'defensiveMove')",3035.12890625,8/8/8/2p2K1p/3k3P/3p4/8/3R4 b - - 1 64,c5c4,True,True,False,"['endgame', 'advantage', 'quietMove', 'rookEndgame', 'short']",False,c5c4 f5f4 c4c3
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",687.006591796875,r5q1/2pk1p2/p1b1p3/4P3/1Q1P4/8/p2NBPPP/R4RK1 b - - 0 17,g8g2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,g8g2
"('crushing', 'long', 'endgame', 'pawnEndgame')",966.96728515625,6k1/6p1/p7/1pK3Pp/4p2P/8/PPP5/8 w - - 0 39,c5d4,True,False,False,,,
"('advantage', 'short', 'opening')",1855.3076171875,r1bq1rk1/pppn1p2/4p2p/2p4n/4nP2/1PN2N1P/PBPP1PP1/R2QKB1R b KQ - 2 10,e4c3,True,False,False,,,
"('middlegame', 'advantage', 'short', 'pin', 'quietMove')",2166.171875,1n2k3/pBq3p1/3r3p/1pQ1b1r1/4R3/P1P5/1PP2P1P/4R2K w - - 7 28,c5e3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'master', 'capturingDefender')",1700.97265625,5r1k/4Q1bp/p5p1/8/3PBP1n/2r1B1RP/2PRq2K/8 b - - 0 30,c3e3,False,False,,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack')",992.93359375,r1b4k/pp2Nrpp/3p4/2p3B1/2B5/1P6/1PP1q1P1/1K5R w - - 0 22,e7g6,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",742.0478515625,4r1k1/pQ3p1p/5nr1/8/5R2/8/PPP3PP/7K b - - 0 30,e8e1,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",True,e8e1 f4f1 e1f1
"('crushing', 'endgame', 'veryLong', 'exposedKing', 'advancedPawn', 'knightEndgame')",2160.3203125,2n1k3/4P2p/1p1P1pp1/p2K4/P7/8/1P6/8 w - - 4 46,d5c6,True,False,True,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate', 'queenRookEndgame')",1116.18212890625,6k1/p4ppp/8/1p6/4q3/1PP4P/2P5/2KR4 w - - 0 29,d1d8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'queenRookEndgame', 'short']",True,d1d8 e4e8 d8e8
"('crushing', 'long', 'endgame', 'fork')",2123.748046875,8/Q5pk/4p3/p4nq1/3P2N1/6KP/5P2/8 b - - 7 46,g5h4,False,False,,,,
"('crushing', 'endgame', 'short', 'rookEndgame', 'master', 'skewer')",825.06689453125,2r5/2p5/p4k2/3P3p/r1P5/3R1PK1/7P/4R3 b - - 1 41,c8g8,True,False,False,,,
"('crushing', 'middlegame', 'short', 'capturingDefender')",1128.982421875,2k2r1r/pp1n3p/1qp1p1p1/4p3/1b6/P1NPR3/1PP1QPPP/1R4K1 b - - 0 17,b4c3,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'masterVsMaster')",1834.095703125,8/4ppk1/3p4/1npP1p2/1rP5/R2B1P1P/5KP1/8 w - - 1 36,a3b3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'pin', 'attraction')",939.17236328125,7k/6pp/8/3NQ3/1P1q1P2/8/1p3RPP/r4RK1 b - - 0 30,a1f1,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'pin', 'sacrifice', 'clearance')",1654.8916015625,5rk1/p2Q1ppp/8/8/3R4/1B3b2/P1PK4/q7 w - - 1 25,d7f7,True,True,False,"['endgame', 'mateIn2', 'mate', 'sacrifice', 'pin', 'clearance', 'short']",True,d7f7 f8f7 d4d8
"('middlegame', 'advantage', 'short', 'intermezzo')",2066.6953125,rn2kb1r/ppQ2qpp/8/4p3/4n3/2PP4/PP3PPP/RNB1K2R w KQkq - 0 9,c7c8,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'queensideAttack')",777.1572265625,Q7/pp2kp1p/4pq2/8/4N3/3n1P2/PP4PP/1K2R3 b - - 4 20,f6b2,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,f6b2
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",1130.07958984375,5rk1/p2R1pp1/2p1p1p1/3n4/3Q4/qRP5/P4PPP/6K1 b - - 0 23,a3c1,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,a3c1 d4d1 c1d1
"('endgame', 'mate', 'mateIn1', 'oneMove')",781.91162109375,R1Q5/7k/5b1p/3p1ppK/8/5nP1/5r1P/8 b - - 0 37,f2h2,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,f2h2
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",458.01849365234375,6k1/pp3ppp/5b2/8/1n6/2RP4/PP4PP/7K w - - 0 28,c3c8,True,False,False,,,
"('crushing', 'middlegame', 'veryLong', 'sacrifice', 'xRayAttack')",2578.70703125,Nn1k3r/pp2p3/3p1n2/8/3Pq1p1/P3P3/1P4P1/R2QBRK1 b - - 0 23,e4e3,True,False,False,,,
"('crushing', 'endgame', 'short', 'fork')",1180.9150390625,2b1r2k/2p3p1/p4p1p/1pPQ4/3P3N/P6P/1P1q1PPK/5R2 b - - 1 27,d2f4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'master', 'intermezzo')",2271.5,2r1r1k1/1Q3ppp/R7/3N2q1/P5P1/3KPP2/7b/7R w - - 0 28,a6c6,True,False,False,,,
"('advantage', 'endgame', 'short', 'discoveredAttack', 'advancedPawn')",1914.5546875,r5k1/1p4pp/4P3/1pbB2p1/8/2p5/P6P/5Q1K w - - 0 27,e6e7,True,False,False,,,
"('middlegame',)",2416.326171875,3qr3/3b3k/p2P1pRp/2r2PpP/1p2B1P1/1Q6/1PP5/2K1R3 b - - 0 31,d8a5,True,False,True,,,
"('long', 'advantage', 'endgame', 'fork', 'sacrifice')",1847.9931640625,6r1/2p5/1p2pk1p/3q1p2/p2P3n/P1P1R2P/1P1Q1PPK/6R1 b - - 10 29,g8g2,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",1341.8330078125,7k/1p4pp/1p6/3Bn3/1P6/r7/5rPP/2R3K1 w - - 0 30,c1c8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,c1c8 f2f8 c8f8
"('endgame', 'mate', 'mateIn1', 'oneMove', 'queensideAttack')",795.07763671875,1rr3k1/p4ppp/1q2p2P/8/3P2P1/3Q1P2/1PP5/2KR3R b - - 0 29,b6b2,True,False,False,,,
"('crushing', 'middlegame', 'short', 'defensiveMove')",1254.791015625,r2qkbnr/3p1ppp/p3p3/1p2N3/3P1B2/4PQ2/PP3PPP/R3K2R w KQkq - 2 12,e1e2,True,False,False,,,
"('long', 'advantage', 'endgame')",2220.298828125,6k1/ppp3p1/5r1p/3pNB2/1q3P2/5KP1/PPP4P/R4RQ1 b - - 4 24,b4e4,True,False,False,,,
